PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
53,0.0000943696,-0.0003145545,0.0000000000,29.0141442193,-97.3622681213,0,0,0,0
54,0.0000316949,-0.0003261947,0.0000000000,9.7446839934,-100.9651930995,0,0,0,0
55,0.0000316949,-0.0003261947,0.0000000000,9.7446839934,-100.9651930995,0,0,0,0
56,0.0000317557,-0.0003375022,0.0000000000,9.7633686475,-104.4651426297,0,0,0,0
57,0.0000317557,-0.0003375022,0.0000000000,9.7633686475,-104.4651426297,0,0,0,0
58,0.0001026803,-0.0003452553,0.0000000000,31.5693121984,-106.8649051849,0,0,0,0
59,0.0001026803,-0.0003452553,0.0000000000,31.5693121984,-106.8649051849,0,0,0,0
60,0.0001026803,-0.0003452553,0.0000000000,31.5693121984,-106.8649051849,0,0,0,0
61,0.0001791477,-0.0003367207,0.0000000000,55.0793784832,-104.2232129919,0,0,0,0
62,0.0002348303,-0.0003364254,0.0000000000,72.1991344557,-104.1318156565,0,0,0,0
63,0.0002348303,-0.0003364254,0.0000000000,72.1991344557,-104.1318156565,0,0,0,0
64,0.0002347088,-0.0003138104,0.0000000000,72.1617637494,-97.1319145079,0,0,0,0
65,0.0002347088,-0.0003138104,0.0000000000,72.1617637494,-97.1319145079,0,0,0,0
66,0.0002183713,-0.0002934781,0.0000000000,67.1387757419,-90.8385932480,0,0,0,0
67,0.0002183713,-0.0002934781,0.0000000000,67.1387757419,-90.8385932480,0,0,0,0
68,0.0001956046,-0.0002932685,0.0000000000,60.1390767487,-90.7737019198,0,0,0,0
69,0.0001956046,-0.0002932685,0.0000000000,60.1390767487,-90.7737019198,0,0,0,0
70,0.0001790261,-0.0003141056,0.0000000000,55.0420087675,-97.2233129469,0,0,0,0
71,0.0001790261,-0.0003141056,0.0000000000,55.0420087675,-97.2233129469,0,0,0,0
72,0.0001791477,-0.0003367207,0.0000000000,55.0793784832,-104.2232129919,0,0,0,0
73,0.0001791477,-0.0003367207,0.0000000000,55.0793784832,-104.2232129919,0,0,0,0
74,0.0001791477,-0.0003367207,0.0000000000,55.0793784832,-104.2232129919,0,0,0,0
75,0.0003372245,-0.0000384166,0.0000150000,103.6803873069,-11.8908115898,0,0,0,0
76,0.0003486083,-0.0000383812,0.0000150000,107.1803700803,-11.8798584407,0,0,0,0
77,0.0003486083,-0.0000383812,0.0000150000,107.1803700803,-11.8798584407,0,0,0,0
78,0.0003599921,-0.0000383458,0.0000150000,110.6803528531,-11.8689040760,0,0,0,0
79,0.0003599921,-0.0000383458,0.0000150000,110.6803528531,-11.8689040760,0,0,0,0
80,0.0003777304,-0.0000202171,0.0000150000,116.1340150109,-6.2576143096,0,0,0,0
81,0.0003777304,-0.0000202171,0.0000150000,116.1340150109,-6.2576143096,0,0,0,0
82,0.0003776352,-0.0000089098,0.0000150000,116.1047316349,-2.7577367334,0,0,0,0
83,0.0003776352,-0.0000089098,0.0000150000,116.1047316349,-2.7577367334,0,0,0,0
84,0.0003775399,0.0000023975,0.0000150000,116.0754471538,0.7421407416,0,0,0,0
85,0.0003775399,0.0000023975,0.0000150000,116.0754471538,0.7421407416,0,0,0,0
86,0.0003189955,0.0000019110,0.0000150000,98.0758257905,0.5915367238,0,0,0,0
87,0.0003189955,0.0000019110,0.0000150000,98.0758257905,0.5915367238,0,0,0,0
88,0.0003191859,-0.0000207036,0.0000150000,98.1343926065,-6.4082183451,0,0,0,0
89,0.0003191859,-0.0000207036,0.0000150000,98.1343926065,-6.4082183451,0,0,0,0
90,0.0003372245,-0.0000384166,0.0000150000,103.6803873069,-11.8908115898,0,0,0,0
91,0.0003372245,-0.0000384166,0.0000150000,103.6803873069,-11.8908115898,0,0,0,0
92,0.0003372245,-0.0000384166,0.0000150000,103.6803873069,-11.8908115898,0,0,0,0
93,0.0000161538,-0.0000417215,0.0267640000,4.9665117768,-12.9138171836,0,0,0,0
94,0.0000463485,-0.0000229710,0.0267640000,14.2499452304,-7.1100832195,0,0,0,0
95,0.0000463485,-0.0000229710,0.0267640000,14.2499452304,-7.1100832195,0,0,0,0
96,0.0000461580,-0.0000003565,0.0267640000,14.1913777325,-0.1103291830,0,0,0,0
97,0.0000461580,-0.0000003565,0.0267640000,14.1913777325,-0.1103291830,0,0,0,0
98,0.0000281202,0.0000175872,0.0267640000,8.6456278034,5.4436521968,0,0,0,0
99,0.0000281202,0.0000175872,0.0267640000,8.6456278034,5.4436521968,0,0,0,0
100,0.0000167369,0.0000176974,0.0267640000,5.1457938351,5.4777692358,0,0,0,0
101,0.0000167369,0.0000176974,0.0267640000,5.1457938351,5.4777692358,0,0,0,0
102,-0.0000060298,0.0000179178,0.0267640000,-1.8538740948,5.5460025032,0,0,0,0
103,-0.0000060298,0.0000179178,0.0267640000,-1.8538740948,5.5460025032,0,0,0,0
104,-0.0000248412,-0.0000009465,0.0267640000,-7.6374842897,-0.2929714455,0,0,0,0
105,-0.0000248412,-0.0000009465,0.0267640000,-7.6374842897,-0.2929714455,0,0,0,0
106,-0.0000247460,-0.0000122538,0.0267640000,-7.6082011722,-3.7928489809,0,0,0,0
107,-0.0000247460,-0.0000122538,0.0267640000,-7.6082011722,-3.7928489809,0,0,0,0
108,-0.0000246507,-0.0000235611,0.0267640000,-7.5789169464,-7.2927266176,0,0,0,0
109,-0.0000246507,-0.0000235611,0.0267640000,-7.5789169464,-7.2927266176,0,0,0,0
110,-0.0000066132,-0.0000415448,0.0267640000,-2.0332391225,-12.8591224843,0,0,0,0
111,-0.0000066132,-0.0000415448,0.0267640000,-2.0332391225,-12.8591224843,0,0,0,0
112,0.0000047703,-0.0000417037,0.0267640000,1.4666330058,-12.9082915268,0,0,0,0
113,0.0000047703,-0.0000417037,0.0267640000,1.4666330058,-12.9082915268,0,0,0,0
114,0.0000161538,-0.0000417215,0.0267640000,4.9665117768,-12.9138171836,0,0,0,0
115,0.0000161538,-0.0000417215,0.0267640000,4.9665117768,-12.9138171836,0,0,0,0
116,0.0000161538,-0.0000417215,0.0267640000,4.9665117768,-12.9138171836,0,0,0,0
117,0.0003378718,-0.0002439309,0.0000150000,103.8794716749,-75.5024929868,0,0,0,0
118,0.0003492557,-0.0002438955,0.0000150000,107.3794551816,-75.4915387112,0,0,0,0
119,0.0003492557,-0.0002438955,0.0000150000,107.3794551816,-75.4915387112,0,0,0,0
120,0.0003490759,-0.0001868344,0.0000150000,107.3241788993,-57.8297432406,0,0,0,0
121,0.0003490759,-0.0001868344,0.0000150000,107.3241788993,-57.8297432406,0,0,0,0
122,0.0003376921,-0.0001868698,0.0000150000,103.8241959035,-57.8406963985,0,0,0,0
123,0.0003376921,-0.0001868698,0.0000150000,103.8241959035,-57.8406963985,0,0,0,0
124,0.0003176677,-0.0002144534,0.0000150000,97.6676685664,-66.3784856020,0,0,0,0
125,0.0003176677,-0.0002144534,0.0000150000,97.6676685664,-66.3784856020,0,0,0,0
126,0.0003149702,-0.0002254390,0.0000150000,96.8383094470,-69.7788029965,0,0,0,0
127,0.0003149702,-0.0002254390,0.0000150000,96.8383094470,-69.7788029965,0,0,0,0
128,0.0003378718,-0.0002439309,0.0000150000,103.8794716749,-75.5024929868,0,0,0,0
129,0.0003378718,-0.0002439309,0.0000150000,103.8794716749,-75.5024929868,0,0,0,0
130,0.0003378718,-0.0002439309,0.0000150000,103.8794716749,-75.5024929868,0,0,0,0
131,0.0003959329,-0.0002823955,0.2222740000,121.7305037608,-87.4082010267,0,0,0,0
132,0.0005324031,-0.0002689304,0.2222740000,163.6885637411,-83.2403808481,0,0,0,0
133,0.0005324031,-0.0002689304,0.2222740000,163.6885637411,-83.2403808481,0,0,0,0
134,0.0005318220,-0.0002097832,0.2222740000,163.5098858377,-64.9328647943,0,0,0,0
135,0.0005318220,-0.0002097832,0.2222740000,163.5098858377,-64.9328647943,0,0,0,0
136,0.0005317585,-0.0002033219,0.2222740000,163.4903664343,-62.9329603628,0,0,0,0
137,0.0005317585,-0.0002033219,0.2222740000,163.4903664343,-62.9329603628,0,0,0,0
138,0.0005203752,-0.0002034323,0.2222740000,159.9905338552,-62.9671179566,0,0,0,0
139,0.0005203752,-0.0002034323,0.2222740000,159.9905338552,-62.9671179566,0,0,0,0
140,0.0005089919,-0.0002035426,0.2222740000,156.4907001674,-63.0012765637,0,0,0,0
141,0.0005089919,-0.0002035426,0.2222740000,156.4907001674,-63.0012765637,0,0,0,0
142,0.0003861755,-0.0002619623,0.2222740000,118.7305566088,-81.0836201336,0,0,0,0
143,0.0003861755,-0.0002619623,0.2222740000,118.7305566088,-81.0836201336,0,0,0,0
144,0.0003910529,-0.0002721795,0.2222740000,120.2301051237,-84.2461122345,0,0,0,0
145,0.0003910529,-0.0002721795,0.2222740000,120.2301051237,-84.2461122345,0,0,0,0
146,0.0003959329,-0.0002823955,0.2222740000,121.7305037608,-87.4082010267,0,0,0,0
147,0.0003959329,-0.0002823955,0.2222740000,121.7305037608,-87.4082010267,0,0,0,0
148,0.0003959329,-0.0002823955,0.2222740000,121.7305037608,-87.4082010267,0,0,0,0
149,-0.0000267958,-0.0003378127,0.0267640000,-8.2384234909,-104.5612489675,0,0,0,0
150,0.0000317557,-0.0003375022,0.0267640000,9.7633686475,-104.4651426297,0,0,0,0
151,0.0000317557,-0.0003375022,0.0267640000,9.7633686475,-104.4651426297,0,0,0,0
152,0.0000316949,-0.0003261947,0.0267640000,9.7446839934,-100.9651930995,0,0,0,0
153,0.0000316949,-0.0003261947,0.0267640000,9.7446839934,-100.9651930995,0,0,0,0
154,0.0000316342,-0.0003148872,0.0267640000,9.7259982336,-97.4652425564,0,0,0,0
155,0.0000316342,-0.0003148872,0.0267640000,9.7259982336,-97.4652425564,0,0,0,0
156,0.0000136491,-0.0002969432,0.0267640000,4.1964413735,-91.9111484165,0,0,0,0
157,0.0000136491,-0.0002969432,0.0267640000,4.1964413735,-91.9111484165,0,0,0,0
158,-0.0000091176,-0.0002967228,0.0267640000,-2.8032255508,-91.8429161537,0,0,0,0
159,-0.0000091176,-0.0002967228,0.0267640000,-2.8032255508,-91.8429161537,0,0,0,0
160,-0.0000269173,-0.0003151977,0.0267640000,-8.2757939715,-97.5613488829,0,0,0,0
161,-0.0000269173,-0.0003151977,0.0267640000,-8.2757939715,-97.5613488829,0,0,0,0
162,-0.0000268565,-0.0003265052,0.0267640000,-8.2571087312,-101.0612994317,0,0,0,0
163,-0.0000268565,-0.0003265052,0.0267640000,-8.2571087312,-101.0612994317,0,0,0,0
164,-0.0000267958,-0.0003378127,0.0267640000,-8.2384234909,-104.5612489675,0,0,0,0
165,-0.0000267958,-0.0003378127,0.0267640000,-8.2384234909,-104.5612489675,0,0,0,0
166,-0.0000267958,-0.0003378127,0.0267640000,-8.2384234909,-104.5612489675,0,0,0,0
167,0.0004929071,-0.0006562757,0.1399540000,151.5455687332,-203.1332589517,0,0,0,0
168,0.0005472308,-0.0006562550,0.1399540000,168.2475294624,-203.1268241355,0,0,0,0
169,0.0005472308,-0.0006562550,0.1399540000,168.2475294624,-203.1268241355,0,0,0,0
170,0.0005537358,-0.0006562525,0.1399540000,170.2475104516,-203.1260535913,0,0,0,0
171,0.0005537358,-0.0006562525,0.1399540000,170.2475104516,-203.1260535913,0,0,0,0
172,0.0005537318,-0.0006459140,0.1399540000,170.2462784729,-199.9260543974,0,0,0,0
173,0.0005537318,-0.0006459140,0.1399540000,170.2462784729,-199.9260543974,0,0,0,0
174,0.0005537278,-0.0006355756,0.1399540000,170.2450453874,-196.7260541738,0,0,0,0
175,0.0005537278,-0.0006355756,0.1399540000,170.2450453874,-196.7260541738,0,0,0,0
176,0.0005358267,-0.0006174135,0.1399540000,164.7412999598,-191.1044313109,0,0,0,0
177,0.0005358267,-0.0006174135,0.1399540000,164.7412999598,-191.1044313109,0,0,0,0
178,0.0005130600,-0.0006176341,0.1399540000,157.7416329175,-191.1727465456,0,0,0,0
179,0.0005130600,-0.0006176341,0.1399540000,157.7416329175,-191.1727465456,0,0,0,0
180,0.0004928991,-0.0006355988,0.1399540000,151.5431024450,-196.7332595329,0,0,0,0
181,0.0004928991,-0.0006355988,0.1399540000,151.5431024450,-196.7332595329,0,0,0,0
182,0.0004929031,-0.0006459372,0.1399540000,151.5443350356,-199.9332586428,0,0,0,0
183,0.0004929031,-0.0006459372,0.1399540000,151.5443350356,-199.9332586428,0,0,0,0
184,0.0004929071,-0.0006562757,0.1399540000,151.5455687332,-203.1332589517,0,0,0,0
185,0.0004929071,-0.0006562757,0.1399540000,151.5455687332,-203.1332589517,0,0,0,0
186,0.0004929071,-0.0006562757,0.1399540000,151.5455687332,-203.1332589517,0,0,0,0
187,-0.0003879352,-0.0003812987,0.0000000000,-119.2716173436,-118.0211548920,0,0,0,0
188,-0.0001548833,-0.0003575901,0.0000000000,-47.6192539111,-110.6828072684,0,0,0,0
189,-0.0001548833,-0.0003575901,0.0000000000,-47.6192539111,-110.6828072684,0,0,0,0
190,-0.0000267958,-0.0003378127,0.0000000000,-8.2384234909,-104.5612489675,0,0,0,0
191,-0.0000267958,-0.0003378127,0.0000000000,-8.2384234909,-104.5612489675,0,0,0,0
192,-0.0000269173,-0.0003151977,0.0000000000,-8.2757939715,-97.5613488829,0,0,0,0
193,-0.0000269173,-0.0003151977,0.0000000000,-8.2757939715,-97.5613488829,0,0,0,0
194,-0.0001684452,-0.0002938663,0.0000000000,-51.7888701428,-90.9587399673,0,0,0,0
195,-0.0001684452,-0.0002938663,0.0000000000,-51.7888701428,-90.9587399673,0,0,0,0
196,-0.0001911760,-0.0002951540,0.0000000000,-58.7775120884,-91.3573331411,0,0,0,0
197,-0.0001911760,-0.0002951540,0.0000000000,-58.7775120884,-91.3573331411,0,0,0,0
198,-0.0003953266,-0.0003191835,0.0000000000,-121.5441064890,-98.7949898091,0,0,0,0
199,-0.0003953266,-0.0003191835,0.0000000000,-121.5441064890,-98.7949898091,0,0,0,0
200,-0.0003879352,-0.0003812987,0.0000000000,-119.2716173436,-118.0211548920,0,0,0,0
201,-0.0003879352,-0.0003812987,0.0000000000,-119.2716173436,-118.0211548920,0,0,0,0
202,-0.0003879352,-0.0003812987,0.0000000000,-119.2716173436,-118.0211548920,0,0,0,0
203,0.0003324796,-0.0004397766,0.0000150000,102.2216712740,-136.1215063029,0,0,0,0
204,0.0003959329,-0.0002823955,0.0000150000,121.7305037608,-87.4082010267,0,0,0,0
205,0.0003959329,-0.0002823955,0.0000150000,121.7305037608,-87.4082010267,0,0,0,0
206,0.0003910556,-0.0002721782,0.0000150000,120.2309551674,-84.2457088617,0,0,0,0
207,0.0003910556,-0.0002721782,0.0000150000,120.2309551674,-84.2457088617,0,0,0,0
208,0.0003861755,-0.0002619623,0.0000150000,118.7305566088,-81.0836201336,0,0,0,0
209,0.0003861755,-0.0002619623,0.0000150000,118.7305566088,-81.0836201336,0,0,0,0
210,0.0003606470,-0.0002462448,0.0000150000,110.8817482079,-76.2186985457,0,0,0,0
211,0.0003606470,-0.0002462448,0.0000150000,110.8817482079,-76.2186985457,0,0,0,0
212,0.0003378794,-0.0002463156,0.0000150000,103.8817822592,-76.2406071986,0,0,0,0
213,0.0003378794,-0.0002463156,0.0000150000,103.8817822592,-76.2406071986,0,0,0,0
214,0.0002808051,-0.0003136590,0.0000150000,86.3341817893,-97.0850527595,0,0,0,0
215,0.0002808051,-0.0003136590,0.0000150000,86.3341817893,-97.0850527595,0,0,0,0
216,0.0002808251,-0.0003249667,0.0000150000,86.3403515355,-100.5850478599,0,0,0,0
217,0.0002808251,-0.0003249667,0.0000150000,86.3403515355,-100.5850478599,0,0,0,0
218,0.0002808452,-0.0003362743,0.0000150000,86.3465223890,-104.0850419474,0,0,0,0
219,0.0002808452,-0.0003362743,0.0000150000,86.3465223890,-104.0850419474,0,0,0,0
220,0.0003097421,-0.0004386124,0.0000150000,95.2309513247,-135.7611790384,0,0,0,0
221,0.0003097421,-0.0004386124,0.0000150000,95.2309513247,-135.7611790384,0,0,0,0
222,0.0003324796,-0.0004397766,0.0000150000,102.2216712740,-136.1215063029,0,0,0,0
223,0.0003324796,-0.0004397766,0.0000150000,102.2216712740,-136.1215063029,0,0,0,0
224,0.0003324796,-0.0004397766,0.0000150000,102.2216712740,-136.1215063029,0,0,0,0
225,-0.0002125811,0.0001014381,0.0267640000,-65.3584968895,31.3975608706,0,0,0,0
226,-0.0002012021,0.0001017691,0.0267640000,-61.8599973470,31.4999998680,0,0,0,0
227,-0.0002012021,0.0001017691,0.0267640000,-61.8599973470,31.4999998680,0,0,0,0
228,-0.0001898231,0.0001021000,0.0267640000,-58.3614967056,31.6024400807,0,0,0,0
229,-0.0001898231,0.0001021000,0.0267640000,-58.3614967056,31.6024400807,0,0,0,0
230,0.0000155172,0.0001842231,0.0267640000,4.7708041769,57.0214754794,0,0,0,0
231,0.0000155172,0.0001842231,0.0267640000,4.7708041769,57.0214754794,0,0,0,0
232,0.0000298311,0.0002186140,0.0267640000,9.1716218321,67.6662987283,0,0,0,0
233,0.0000298311,0.0002186140,0.0267640000,9.1716218321,67.6662987283,0,0,0,0
234,0.0000202650,0.0002369782,0.0267640000,6.2304990096,73.3504694360,0,0,0,0
235,0.0000202650,0.0002369782,0.0267640000,6.2304990096,73.3504694360,0,0,0,0
236,-0.0000290142,0.0002672708,0.0267640000,-8.9204850104,82.7267498074,0,0,0,0
237,-0.0000290142,0.0002672708,0.0267640000,-8.9204850104,82.7267498074,0,0,0,0
238,-0.0000321718,0.0002691725,0.0267640000,-9.8912772164,83.3153682548,0,0,0,0
239,-0.0000321718,0.0002691725,0.0267640000,-9.8912772164,83.3153682548,0,0,0,0
240,-0.0000354010,0.0002709515,0.0267640000,-10.8841052316,83.8660040338,0,0,0,0
241,-0.0000354010,0.0002709515,0.0267640000,-10.8841052316,83.8660040338,0,0,0,0
242,-0.0000386971,0.0002726051,0.0267640000,-11.8974848017,84.3778336877,0,0,0,0
243,-0.0000386971,0.0002726051,0.0267640000,-11.8974848017,84.3778336877,0,0,0,0
244,-0.0000420550,0.0002741308,0.0267640000,-12.9298995752,84.8500917028,0,0,0,0
245,-0.0000420550,0.0002741308,0.0267640000,-12.9298995752,84.8500917028,0,0,0,0
246,-0.0000454699,0.0002755265,0.0267640000,-13.9798044208,85.2820727365,0,0,0,0
247,-0.0000454699,0.0002755265,0.0267640000,-13.9798044208,85.2820727365,0,0,0,0
248,-0.0000489365,0.0002767899,0.0267640000,-15.0456298608,85.6731282751,0,0,0,0
249,-0.0000489365,0.0002767899,0.0267640000,-15.0456298608,85.6731282751,0,0,0,0
250,-0.0000524498,0.0002779192,0.0267640000,-16.1257809587,86.0226744331,0,0,0,0
251,-0.0000524498,0.0002779192,0.0267640000,-16.1257809587,86.0226744331,0,0,0,0
252,-0.0000560043,0.0002789127,0.0267640000,-17.2186406404,86.3301886109,0,0,0,0
253,-0.0000560043,0.0002789127,0.0267640000,-17.2186406404,86.3301886109,0,0,0,0
254,-0.0000595949,0.0002797689,0.0267640000,-18.3225752320,86.5952106087,0,0,0,0
255,-0.0000595949,0.0002797689,0.0267640000,-18.3225752320,86.5952106087,0,0,0,0
256,-0.0000632162,0.0002804866,0.0267640000,-19.4359322432,86.8173437408,0,0,0,0
257,-0.0000632162,0.0002804866,0.0267640000,-19.4359322432,86.8173437408,0,0,0,0
258,-0.0000668626,0.0002810646,0.0267640000,-20.5570470057,86.9962548358,0,0,0,0
259,-0.0000668626,0.0002810646,0.0267640000,-20.5570470057,86.9962548358,0,0,0,0
260,-0.0000705289,0.0002815021,0.0267640000,-21.6842426788,87.1316775795,0,0,0,0
261,-0.0000705289,0.0002815021,0.0267640000,-21.6842426788,87.1316775795,0,0,0,0
262,-0.0000742094,0.0002817985,0.0267640000,-22.8158313520,87.2234091720,0,0,0,0
263,-0.0000742094,0.0002817985,0.0267640000,-22.8158313520,87.2234091720,0,0,0,0
264,-0.0000777458,0.0002819663,0.0267640000,-23.9031015821,87.2753551767,0,0,0,0
265,-0.0000777458,0.0002819663,0.0267640000,-23.9031015821,87.2753551767,0,0,0,0
266,-0.0000810193,0.0002821052,0.0267640000,-24.9095480014,87.3183356275,0,0,0,0
267,-0.0000810193,0.0002821052,0.0267640000,-24.9095480014,87.3183356275,0,0,0,0
268,-0.0001039132,0.0002830560,0.0267640000,-31.9483086709,87.6126358702,0,0,0,0
269,-0.0001039132,0.0002830560,0.0267640000,-31.9483086709,87.6126358702,0,0,0,0
270,-0.0001075307,0.0002830806,0.0267640000,-33.0605245661,87.6202723724,0,0,0,0
271,-0.0001075307,0.0002830806,0.0267640000,-33.0605245661,87.6202723724,0,0,0,0
272,-0.0001111640,0.0002829847,0.0267640000,-34.1775950156,87.5905903265,0,0,0,0
273,-0.0001111640,0.0002829847,0.0267640000,-34.1775950156,87.5905903265,0,0,0,0
274,-0.0001147921,0.0002827677,0.0267640000,-35.2930384409,87.5234225878,0,0,0,0
275,-0.0001147921,0.0002827677,0.0267640000,-35.2930384409,87.5234225878,0,0,0,0
276,-0.0001184107,0.0002824299,0.0267640000,-36.4055997003,87.4188438132,0,0,0,0
277,-0.0001184107,0.0002824299,0.0267640000,-36.4055997003,87.4188438132,0,0,0,0
278,-0.0001220159,0.0002819715,0.0267640000,-37.5140214413,87.2769732306,0,0,0,0
279,-0.0001220159,0.0002819715,0.0267640000,-37.5140214413,87.2769732306,0,0,0,0
280,-0.0001256036,0.0002813932,0.0267640000,-38.6170562729,87.0979701824,0,0,0,0
281,-0.0001256036,0.0002813932,0.0267640000,-38.6170562729,87.0979701824,0,0,0,0
282,-0.0001291697,0.0002806956,0.0267640000,-39.7134601194,86.8820374678,0,0,0,0
283,-0.0001291697,0.0002806956,0.0267640000,-39.7134601194,86.8820374678,0,0,0,0
284,-0.0001327102,0.0002798794,0.0267640000,-40.8019955494,86.6294168863,0,0,0,0
285,-0.0001327102,0.0002798794,0.0267640000,-40.8019955494,86.6294168863,0,0,0,0
286,-0.0001362211,0.0002789456,0.0267640000,-41.8814373091,86.3403936941,0,0,0,0
287,-0.0001362211,0.0002789456,0.0267640000,-41.8814373091,86.3403936941,0,0,0,0
288,-0.0001396985,0.0002778953,0.0267640000,-42.9505667817,86.0152943763,0,0,0,0
289,-0.0001396985,0.0002778953,0.0267640000,-42.9505667817,86.0152943763,0,0,0,0
290,-0.0001431384,0.0002767296,0.0267640000,-44.0081786346,85.6544855320,0,0,0,0
291,-0.0001431384,0.0002767296,0.0267640000,-44.0081786346,85.6544855320,0,0,0,0
292,-0.0001465370,0.0002754499,0.0267640000,-45.0530819204,85.2583738746,0,0,0,0
293,-0.0001465370,0.0002754499,0.0267640000,-45.0530819204,85.2583738746,0,0,0,0
294,-0.0001498904,0.0002740575,0.0267640000,-46.0840978716,84.8274051176,0,0,0,0
295,-0.0001498904,0.0002740575,0.0267640000,-46.0840978716,84.8274051176,0,0,0,0
296,-0.0001531949,0.0002725541,0.0267640000,-47.1000643186,84.3620662027,0,0,0,0
