ID,LID,Width,Color,type,LinkID
189,8375,0.05,W,0,0
190,8376,0.05,W,0,0
191,8377,0.05,W,0,0
192,8378,0.05,W,0,0
193,8379,0.05,W,0,0
194,8380,0.05,W,0,0
195,8381,0.05,W,0,0
196,8382,0.05,W,0,0
197,8383,0.05,W,0,0
198,8384,0.05,W,0,0
199,8385,0.05,W,0,0
200,8386,0.05,W,0,0
201,8387,0.05,W,0,0
202,8388,0.05,W,0,0
203,8389,0.05,W,0,0
204,8390,0.05,W,0,0
205,8391,0.05,W,0,0
206,8392,0.05,W,0,0
207,8393,0.05,W,0,0
208,8394,0.05,W,0,0
209,8395,0.05,W,0,0
210,8396,0.05,W,0,0
211,8397,0.05,W,0,0
212,8398,0.05,W,0,0
213,8399,0.05,W,0,0
214,8400,0.05,W,0,0
215,8401,0.05,W,0,0
216,8402,0.05,W,0,0
217,8403,0.05,W,0,0
218,8404,0.05,W,0,0
219,8405,0.05,W,0,0
220,8406,0.05,W,0,0
221,8407,0.05,W,0,0
222,8408,0.05,W,0,0
223,8409,0.05,W,0,0
224,8410,0.05,W,0,0
225,8411,0.05,W,0,0
226,8412,0.05,W,0,0
227,8413,0.05,W,0,0
228,8414,0.05,W,0,0
229,8415,0.05,W,0,0
230,8416,0.05,W,0,0
231,8417,0.05,W,0,0
232,8418,0.05,W,0,0
233,8419,0.05,W,0,0
234,8420,0.05,W,0,0
235,8421,0.05,W,0,0
236,8422,0.05,W,0,0
237,8423,0.05,W,0,0
238,8424,0.05,W,0,0
239,8425,0.05,W,0,0
240,8426,0.05,W,0,0
241,8427,0.05,W,0,0
242,8428,0.05,W,0,0
243,8429,0.05,W,0,0
244,8430,0.05,W,0,0
245,8431,0.05,W,0,0
246,8432,0.05,W,0,0
247,8433,0.05,W,0,0
248,8434,0.05,W,0,0
249,8435,0.05,W,0,0
250,8436,0.05,W,0,0
251,8437,0.05,W,0,0
252,8438,0.05,W,0,0
253,8439,0.05,W,0,0
254,8440,0.05,W,0,0
255,8441,0.05,W,0,0
256,8442,0.05,W,0,0
257,8443,0.05,W,0,0
258,8444,0.05,W,0,0
259,8445,0.05,W,0,0
260,8446,0.05,W,0,0
261,8447,0.05,W,0,0
262,8448,0.05,W,0,0
263,8449,0.05,W,0,0
264,8450,0.05,W,0,0
265,8451,0.05,W,0,0
266,8452,0.05,W,0,0
267,8453,0.05,W,0,0
268,8454,0.05,W,0,0
269,8455,0.05,W,0,0
270,8456,0.05,W,0,0
271,8457,0.05,W,0,0
272,8458,0.05,W,0,0
273,8459,0.05,W,0,0
274,8460,0.05,W,0,0
275,8461,0.05,W,0,0
276,8462,0.05,W,0,0
277,8463,0.05,W,0,0
278,8464,0.05,W,0,0
279,8465,0.05,W,0,0
280,8466,0.05,W,0,0
281,8467,0.05,W,0,0
282,8468,0.05,W,0,0
283,8469,0.05,W,0,0
284,8470,0.05,W,0,0
285,8471,0.05,W,0,0
286,8472,0.05,W,0,0
287,8473,0.05,W,0,0
288,8474,0.05,W,0,0
289,8475,0.05,W,0,0
290,8476,0.05,W,0,0
291,8477,0.05,W,0,0
292,8478,0.05,W,0,0
293,8479,0.05,W,0,0
294,8480,0.05,W,0,0
295,8481,0.05,W,0,0
296,8482,0.05,W,0,0
297,8483,0.05,W,0,0
298,8484,0.05,W,0,0
299,8485,0.05,W,0,0
300,8486,0.05,W,0,0
301,8487,0.05,W,0,0
302,8488,0.05,W,0,0
303,8489,0.05,W,0,0
304,8490,0.05,W,0,0
305,8491,0.05,W,0,0
306,8492,0.05,W,0,0
307,8493,0.05,W,0,0
308,8494,0.05,W,0,0
309,8495,0.05,W,0,0
310,8496,0.05,W,0,0
311,8497,0.05,W,0,0
312,8498,0.05,W,0,0
313,8499,0.05,W,0,0
314,8500,0.05,W,0,0
315,8501,0.05,W,0,0
316,8502,0.05,W,0,0
317,8503,0.05,W,0,0
318,8504,0.05,W,0,0
319,8505,0.05,W,0,0
320,8506,0.05,W,0,0
321,8507,0.05,W,0,0
322,8508,0.05,W,0,0
323,8509,0.05,W,0,0
324,8510,0.05,W,0,0
325,8511,0.05,W,0,0
326,8512,0.05,W,0,0
327,8513,0.05,W,0,0
328,8514,0.05,W,0,0
329,8515,0.05,W,0,0
330,8516,0.05,W,0,0
331,8517,0.05,W,0,0
332,8518,0.05,W,0,0
333,8519,0.05,W,0,0
334,8520,0.05,W,0,0
335,8521,0.05,W,0,0
336,8522,0.05,W,0,0
337,8523,0.05,W,0,0
338,8524,0.05,W,0,0
339,8525,0.05,W,0,0
340,8526,0.05,W,0,0
341,8527,0.05,W,0,0
342,8528,0.05,W,0,0
343,8529,0.05,W,0,0
344,8530,0.05,W,0,0
345,8531,0.05,W,0,0
346,8532,0.05,W,0,0
347,8533,0.05,W,0,0
348,8534,0.05,W,0,0
349,8535,0.05,W,0,0
350,8536,0.05,W,0,0
351,8537,0.05,W,0,0
352,8538,0.05,W,0,0
353,8539,0.05,W,0,0
354,8540,0.05,W,0,0
355,8541,0.05,W,0,0
356,8542,0.05,W,0,0
357,8543,0.05,W,0,0
358,8544,0.05,W,0,0
359,8545,0.05,W,0,0
360,8546,0.05,W,0,0
361,8547,0.05,W,0,0
362,8548,0.05,W,0,0
363,8549,0.05,W,0,0
364,8550,0.05,W,0,0
365,8551,0.05,W,0,0
366,8552,0.05,W,0,0
367,8553,0.05,W,0,0
368,8554,0.05,W,0,0
369,8555,0.05,W,0,0
370,8556,0.05,W,0,0
371,8557,0.05,W,0,0
372,8558,0.05,W,0,0
373,8559,0.05,W,0,0
374,8560,0.05,W,0,0
375,8561,0.05,W,0,0
376,8562,0.05,W,0,0
377,8563,0.05,W,0,0
378,8564,0.05,W,0,0
379,8565,0.05,W,0,0
380,8566,0.05,W,0,0
381,8567,0.05,W,0,0
382,8568,0.05,W,0,0
383,8569,0.05,W,0,0
384,8570,0.05,W,0,0
385,8571,0.05,W,0,0
386,8572,0.05,W,0,0
387,8573,0.05,W,0,0
388,8574,0.05,W,0,0
389,8575,0.05,W,0,0
390,8576,0.05,W,0,0
391,8577,0.05,W,0,0
392,8578,0.05,W,0,0
393,8579,0.05,W,0,0
394,8580,0.05,W,0,0
395,8581,0.05,W,0,0
396,8582,0.05,W,0,0
397,8583,0.05,W,0,0
398,8584,0.05,W,0,0
399,8585,0.05,W,0,0
400,8586,0.05,W,0,0
401,8587,0.05,W,0,0
402,8588,0.05,W,0,0
403,8589,0.05,W,0,0
404,8590,0.05,W,0,0
405,8591,0.05,W,0,0
406,8592,0.05,W,0,0
407,8593,0.05,W,0,0
408,8594,0.05,W,0,0
409,8595,0.05,W,0,0
410,8596,0.05,W,0,0
411,8597,0.05,W,0,0
412,8598,0.05,W,0,0
413,8599,0.05,W,0,0
414,8600,0.05,W,0,0
415,8601,0.05,W,0,0
416,8602,0.05,W,0,0
417,8603,0.05,W,0,0
418,8604,0.05,W,0,0
419,8605,0.05,W,0,0
420,8606,0.05,W,0,0
421,8607,0.05,W,0,0
422,8608,0.05,W,0,0
423,8609,0.05,W,0,0
424,8610,0.05,W,0,0
425,8611,0.05,W,0,0
426,8612,0.05,W,0,0
427,8613,0.05,W,0,0
428,8614,0.05,W,0,0
429,8615,0.05,W,0,0
430,8616,0.05,W,0,0
431,8617,0.05,W,0,0
432,8618,0.05,W,0,0
433,8619,0.05,W,0,0
434,8620,0.05,W,0,0
435,8621,0.05,W,0,0
436,8622,0.05,W,0,0
437,8623,0.05,W,0,0
438,8624,0.05,W,0,0
439,8625,0.05,W,0,0
440,8626,0.05,W,0,0
441,8627,0.05,W,0,0
442,8628,0.05,W,0,0
443,8629,0.05,W,0,0
444,8630,0.05,W,0,0
445,8631,0.05,W,0,0
446,8632,0.05,W,0,0
447,8633,0.05,W,0,0
448,8634,0.05,W,0,0
449,8635,0.05,W,0,0
450,8636,0.05,W,0,0
451,8637,0.05,W,0,0
452,8638,0.05,W,0,0
453,8639,0.05,W,0,0
454,8640,0.05,W,0,0
455,8641,0.05,W,0,0
456,8642,0.05,W,0,0
457,8643,0.05,W,0,0
458,8644,0.05,W,0,0
459,8645,0.05,W,0,0
460,8646,0.05,W,0,0
461,8647,0.05,W,0,0
462,8648,0.05,W,0,0
463,8649,0.05,W,0,0
464,8650,0.05,W,0,0
465,8651,0.05,W,0,0
466,8652,0.05,W,0,0
467,8653,0.05,W,0,0
468,8654,0.05,W,0,0
469,8655,0.05,W,0,0
470,8656,0.05,W,0,0
471,8657,0.05,W,0,0
472,8658,0.05,W,0,0
473,8659,0.05,W,0,0
474,8660,0.05,W,0,0
475,8661,0.05,W,0,0
476,8662,0.05,W,0,0
477,8663,0.05,W,0,0
478,8664,0.05,W,0,0
479,8665,0.05,W,0,0
480,8666,0.05,W,0,0
481,8667,0.05,W,0,0
482,8668,0.05,W,0,0
483,8669,0.05,W,0,0
484,8670,0.05,W,0,0
485,8671,0.05,W,0,0
486,8672,0.05,W,0,0
487,8673,0.05,W,0,0
488,8674,0.05,W,0,0
489,8675,0.05,W,0,0
490,8676,0.05,W,0,0
491,8677,0.05,W,0,0
492,8678,0.05,W,0,0
493,8679,0.05,W,0,0
494,8680,0.05,W,0,0
495,8681,0.05,W,0,0
496,8682,0.05,W,0,0
497,8683,0.05,W,0,0
498,8684,0.05,W,0,0
499,8685,0.05,W,0,0
500,8686,0.05,W,0,0
501,8687,0.05,W,0,0
502,8688,0.05,W,0,0
503,8689,0.05,W,0,0
504,8690,0.05,W,0,0
505,8691,0.05,W,0,0
506,8692,0.05,W,0,0
507,8693,0.05,W,0,0
508,8694,0.05,W,0,0
509,8695,0.05,W,0,0
510,8696,0.05,W,0,0
511,8697,0.05,W,0,0
512,8698,0.05,W,0,0
513,8699,0.05,W,0,0
514,8700,0.05,W,0,0
515,8701,0.05,W,0,0
516,8702,0.05,W,0,0
517,8703,0.05,W,0,0
518,8704,0.05,W,0,0
519,8705,0.05,W,0,0
520,8706,0.05,W,0,0
521,8707,0.05,W,0,0
522,8708,0.05,W,0,0
523,8709,0.05,W,0,0
524,8710,0.05,W,0,0
525,8711,0.05,W,0,0
526,8712,0.05,W,0,0
527,8713,0.05,W,0,0
528,8714,0.05,W,0,0
529,8715,0.05,W,0,0
530,8716,0.05,W,0,0
531,8717,0.05,W,0,0
532,8718,0.05,W,0,0
533,8719,0.05,W,0,0
534,8720,0.05,W,0,0
535,8721,0.05,W,0,0
536,8722,0.05,W,0,0
537,8723,0.05,W,0,0
538,8724,0.05,W,0,0
539,8725,0.05,W,0,0
540,8726,0.05,W,0,0
541,8727,0.05,W,0,0
542,8728,0.05,W,0,0
543,8729,0.05,W,0,0
544,8730,0.05,W,0,0
545,8731,0.05,W,0,0
546,8732,0.05,W,0,0
547,8733,0.05,W,0,0
548,8734,0.05,W,0,0
549,8735,0.05,W,0,0
550,8736,0.05,W,0,0
551,8737,0.05,W,0,0
552,8738,0.05,W,0,0
553,8739,0.05,W,0,0
554,8740,0.05,W,0,0
555,8741,0.05,W,0,0
556,8742,0.05,W,0,0
557,8743,0.05,W,0,0
558,8744,0.05,W,0,0
559,8745,0.05,W,0,0
560,8746,0.05,W,0,0
561,8747,0.05,W,0,0
562,8748,0.05,W,0,0
563,8749,0.05,W,0,0
564,8750,0.05,W,0,0
565,8751,0.05,W,0,0
566,8752,0.05,W,0,0
567,8753,0.05,W,0,0
568,8754,0.05,W,0,0
569,8755,0.05,W,0,0
570,8756,0.05,W,0,0
571,8757,0.05,W,0,0
572,8758,0.05,W,0,0
573,8759,0.05,W,0,0
574,8760,0.05,W,0,0
575,8761,0.05,W,0,0
576,8762,0.05,W,0,0
577,8763,0.05,W,0,0
578,8764,0.05,W,0,0
579,8765,0.05,W,0,0
580,8766,0.05,W,0,0
581,8767,0.05,W,0,0
582,8768,0.05,W,0,0
583,8769,0.05,W,0,0
584,8770,0.05,W,0,0
585,8771,0.05,W,0,0
586,8772,0.05,W,0,0
587,8773,0.05,W,0,0
588,8774,0.05,W,0,0
589,8775,0.05,W,0,0
590,8776,0.05,W,0,0
591,8777,0.05,W,0,0
592,8778,0.05,W,0,0
593,8779,0.05,W,0,0
594,8780,0.05,W,0,0
595,8781,0.05,W,0,0
596,8782,0.05,W,0,0
597,8783,0.05,W,0,0
598,8784,0.05,W,0,0
599,8785,0.05,W,0,0
600,8786,0.05,W,0,0
601,8787,0.05,W,0,0
602,8788,0.05,W,0,0
603,8789,0.05,W,0,0
604,8790,0.05,W,0,0
605,8791,0.05,W,0,0
606,8792,0.05,W,0,0
607,8793,0.05,W,0,0
608,8794,0.05,W,0,0
609,8795,0.05,W,0,0
610,8796,0.05,W,0,0
611,8797,0.05,W,0,0
612,8798,0.05,W,0,0
613,8799,0.05,W,0,0
614,8800,0.05,W,0,0
615,8801,0.05,W,0,0
616,8802,0.05,W,0,0
617,8803,0.05,W,0,0
618,8804,0.05,W,0,0
619,8805,0.05,W,0,0
620,8806,0.05,W,0,0
621,8807,0.05,W,0,0
622,8808,0.05,W,0,0
623,8809,0.05,W,0,0
624,8810,0.05,W,0,0
625,8811,0.05,W,0,0
626,8812,0.05,W,0,0
627,8813,0.05,W,0,0
628,8814,0.05,W,0,0
629,8815,0.05,W,0,0
630,8816,0.05,W,0,0
631,8817,0.05,W,0,0
632,8818,0.05,W,0,0
633,8819,0.05,W,0,0
634,8820,0.05,W,0,0
635,8821,0.05,W,0,0
636,8822,0.05,W,0,0
637,8823,0.05,W,0,0
638,8824,0.05,W,0,0
639,8825,0.05,W,0,0
640,8826,0.05,W,0,0
641,8827,0.05,W,0,0
642,8828,0.05,W,0,0
643,8829,0.05,W,0,0
644,8830,0.05,W,0,0
645,8831,0.05,W,0,0
646,8832,0.05,W,0,0
647,8833,0.05,W,0,0
648,8834,0.05,W,0,0
649,8835,0.05,W,0,0
650,8836,0.05,W,0,0
651,8837,0.05,W,0,0
652,8838,0.05,W,0,0
653,8839,0.05,W,0,0
654,8840,0.05,W,0,0
655,8841,0.05,W,0,0
656,8842,0.05,W,0,0
657,8843,0.05,W,0,0
658,8844,0.05,W,0,0
659,8845,0.05,W,0,0
660,8846,0.05,W,0,0
661,8847,0.05,W,0,0
662,8848,0.05,W,0,0
663,8849,0.05,W,0,0
664,8850,0.05,W,0,0
665,8851,0.05,W,0,0
666,8852,0.05,W,0,0
667,8853,0.05,W,0,0
668,8854,0.05,W,0,0
669,8855,0.05,W,0,0
670,8856,0.05,W,0,0
671,8857,0.05,W,0,0
672,8858,0.05,W,0,0
673,8859,0.05,W,0,0
674,8860,0.05,W,0,0
675,8861,0.05,W,0,0
676,8862,0.05,W,0,0
677,8863,0.05,W,0,0
678,8864,0.05,W,0,0
679,8865,0.05,W,0,0
680,8866,0.05,W,0,0
681,8867,0.05,W,0,0
682,8868,0.05,W,0,0
683,8869,0.05,W,0,0
684,8870,0.05,W,0,0
685,8871,0.05,W,0,0
686,8872,0.05,W,0,0
687,8873,0.05,W,0,0
688,8874,0.05,W,0,0
689,8875,0.05,W,0,0
690,8876,0.05,W,0,0
691,8877,0.05,W,0,0
692,8878,0.05,W,0,0
693,8879,0.05,W,0,0
694,8880,0.05,W,0,0
695,8881,0.05,W,0,0
696,8882,0.05,W,0,0
697,8883,0.05,W,0,0
698,8884,0.05,W,0,0
699,8885,0.05,W,0,0
700,8886,0.05,W,0,0
701,8887,0.05,W,0,0
702,8888,0.05,W,0,0
703,8889,0.05,W,0,0
704,8890,0.05,W,0,0
705,8891,0.05,W,0,0
706,8892,0.05,W,0,0
707,8893,0.05,W,0,0
708,8894,0.05,W,0,0
709,8895,0.05,W,0,0
710,8896,0.05,W,0,0
711,8897,0.05,W,0,0
712,8898,0.05,W,0,0
713,8899,0.05,W,0,0
714,8900,0.05,W,0,0
715,8901,0.05,W,0,0
716,8902,0.05,W,0,0
717,8903,0.05,W,0,0
718,8904,0.05,W,0,0
719,8905,0.05,W,0,0
720,8906,0.05,W,0,0
721,8907,0.05,W,0,0
722,8908,0.05,W,0,0
723,8909,0.05,W,0,0
724,8910,0.05,W,0,0
725,8911,0.05,W,0,0
726,8912,0.05,W,0,0
727,8913,0.05,W,0,0
728,8914,0.05,W,0,0
729,8915,0.05,W,0,0
730,8916,0.05,W,0,0
731,8917,0.05,W,0,0
732,8918,0.05,W,0,0
733,8919,0.05,W,0,0
734,8920,0.05,W,0,0
735,8921,0.05,W,0,0
736,8922,0.05,W,0,0
737,8923,0.05,W,0,0
738,8924,0.05,W,0,0
739,8925,0.05,W,0,0
740,8926,0.05,W,0,0
741,8927,0.05,W,0,0
742,8928,0.05,W,0,0
743,8929,0.05,W,0,0
744,8930,0.05,W,0,0
745,8931,0.05,W,0,0
746,8932,0.05,W,0,0
747,8933,0.05,W,0,0
748,8934,0.05,W,0,0
749,8935,0.05,W,0,0
750,8936,0.05,W,0,0
751,8937,0.05,W,0,0
752,8938,0.05,W,0,0
753,8939,0.05,W,0,0
754,8940,0.05,W,0,0
755,8941,0.05,W,0,0
756,8942,0.05,W,0,0
757,8943,0.05,W,0,0
758,8944,0.05,W,0,0
759,8945,0.05,W,0,0
760,8946,0.05,W,0,0
761,8947,0.05,W,0,0
762,8948,0.05,W,0,0
763,8949,0.05,W,0,0
764,8950,0.05,W,0,0
765,8951,0.05,W,0,0
766,8952,0.05,W,0,0
767,8953,0.05,W,0,0
768,8954,0.05,W,0,0
769,8955,0.05,W,0,0
770,8956,0.05,W,0,0
771,8957,0.05,W,0,0
772,8958,0.05,W,0,0
773,8959,0.05,W,0,0
774,8960,0.05,W,0,0
775,8961,0.05,W,0,0
776,8962,0.05,W,0,0
777,8963,0.05,W,0,0
778,8964,0.05,W,0,0
779,8965,0.05,W,0,0
780,8966,0.05,W,0,0
781,8967,0.05,W,0,0
782,8968,0.05,W,0,0
783,8969,0.05,W,0,0
784,8970,0.05,W,0,0
785,8971,0.05,W,0,0
786,8972,0.05,W,0,0
787,8973,0.05,W,0,0
788,8974,0.05,W,0,0
789,8975,0.05,W,0,0
790,8976,0.05,W,0,0
791,8977,0.05,W,0,0
792,8978,0.05,W,0,0
793,8979,0.05,W,0,0
794,8980,0.05,W,0,0
795,8981,0.05,W,0,0
796,8982,0.05,W,0,0
797,8983,0.05,W,0,0
798,8984,0.05,W,0,0
799,8985,0.05,W,0,0
800,8986,0.05,W,0,0
801,8987,0.05,W,0,0
802,8988,0.05,W,0,0
803,8989,0.05,W,0,0
804,8990,0.05,W,0,0
805,8991,0.05,W,0,0
806,8992,0.05,W,0,0
807,8993,0.05,W,0,0
808,8994,0.05,W,0,0
809,8995,0.05,W,0,0
810,8996,0.05,W,0,0
811,8997,0.05,W,0,0
812,8998,0.05,W,0,0
813,8999,0.05,W,0,0
814,9000,0.05,W,0,0
815,9001,0.05,W,0,0
816,9002,0.05,W,0,0
817,9003,0.05,W,0,0
818,9004,0.05,W,0,0
819,9005,0.05,W,0,0
820,9006,0.05,W,0,0
821,9007,0.05,W,0,0
822,9008,0.05,W,0,0
823,9009,0.05,W,0,0
824,9010,0.05,W,0,0
825,9011,0.05,W,0,0
826,9012,0.05,W,0,0
827,9013,0.05,W,0,0
828,9014,0.05,W,0,0
829,9015,0.05,W,0,0
830,9016,0.05,W,0,0
831,9017,0.05,W,0,0
832,9018,0.05,W,0,0
833,9019,0.05,W,0,0
834,9020,0.05,W,0,0
835,9021,0.05,W,0,0
836,9022,0.05,W,0,0
837,9023,0.05,W,0,0
838,9024,0.05,W,0,0
839,9025,0.05,W,0,0
840,9026,0.05,W,0,0
841,9027,0.05,W,0,0
842,9028,0.05,W,0,0
843,9029,0.05,W,0,0
844,9030,0.05,W,0,0
845,9031,0.05,W,0,0
846,9032,0.05,W,0,0
847,9033,0.05,W,0,0
848,9034,0.05,W,0,0
849,9035,0.05,W,0,0
850,9036,0.05,W,0,0
851,9037,0.05,W,0,0
852,9038,0.05,W,0,0
853,9039,0.05,W,0,0
854,9040,0.05,W,0,0
855,9041,0.05,W,0,0
856,9042,0.05,W,0,0
857,9043,0.05,W,0,0
858,9044,0.05,W,0,0
859,9045,0.05,W,0,0
860,9046,0.05,W,0,0
861,9047,0.05,W,0,0
862,9048,0.05,W,0,0
863,9049,0.05,W,0,0
864,9050,0.05,W,0,0
865,9051,0.05,W,0,0
866,9052,0.05,W,0,0
867,9053,0.05,W,0,0
868,9054,0.05,W,0,0
869,9055,0.05,W,0,0
870,9056,0.05,W,0,0
871,9057,0.05,W,0,0
872,9058,0.05,W,0,0
873,9059,0.05,W,0,0
874,9060,0.05,W,0,0
875,9061,0.05,W,0,0
876,9062,0.05,W,0,0
877,9063,0.05,W,0,0
878,9064,0.05,W,0,0
879,9065,0.05,W,0,0
880,9066,0.05,W,0,0
881,9067,0.05,W,0,0
882,9068,0.05,W,0,0
883,9069,0.05,W,0,0
884,9070,0.05,W,0,0
885,9071,0.05,W,0,0
886,9072,0.05,W,0,0
887,9073,0.05,W,0,0
888,9074,0.05,W,0,0
889,9075,0.05,W,0,0
890,9076,0.05,W,0,0
891,9077,0.05,W,0,0
892,9078,0.05,W,0,0
893,9079,0.05,W,0,0
894,9080,0.05,W,0,0
895,9081,0.05,W,0,0
896,9082,0.05,W,0,0
897,9083,0.05,W,0,0
898,9084,0.05,W,0,0
899,9085,0.05,W,0,0
900,9086,0.05,W,0,0
901,9087,0.05,W,0,0
902,9088,0.05,W,0,0
903,9089,0.05,W,0,0
904,9090,0.05,W,0,0
905,9091,0.05,W,0,0
906,9092,0.05,W,0,0
907,9093,0.05,W,0,0
908,9094,0.05,W,0,0
909,9095,0.05,W,0,0
910,9096,0.05,W,0,0
911,9097,0.05,W,0,0
912,9098,0.05,W,0,0
913,9099,0.05,W,0,0
914,9100,0.05,W,0,0
915,9101,0.05,W,0,0
916,9102,0.05,W,0,0
917,9103,0.05,W,0,0
918,9104,0.05,W,0,0
919,9105,0.05,W,0,0
920,9106,0.05,W,0,0
921,9107,0.05,W,0,0
922,9108,0.05,W,0,0
923,9109,0.05,W,0,0
924,9110,0.05,W,0,0
925,9111,0.05,W,0,0
926,9112,0.05,W,0,0
927,9113,0.05,W,0,0
928,9114,0.05,W,0,0
929,9115,0.05,W,0,0
930,9116,0.05,W,0,0
