NID,PID
2210,6512
2211,6513
2212,6514
2213,6515
2214,6516
2215,6517
2216,6518
2217,6519
2218,6520
2219,6521
2220,6522
2221,6523
2222,6524
2223,6525
2224,6526
2225,6527
2226,6528
2227,6529
2228,6530
2229,6531
2230,6570
2231,6571
2232,6572
2233,6573
2234,6574
2235,6575
2236,6576
2237,6577
2238,6578
2239,6579
2240,6580
2241,6581
2242,6582
2243,6583
2244,6584
2245,6585
2246,6586
2247,6587
2248,6588
2249,6589
2250,6590
2251,6591
2252,6592
2253,6593
2254,6594
2255,6595
2256,6596
2257,6597
2258,6598
2259,6599
2260,6600
2261,6601
2262,6602
2263,6603
2264,6604
2265,6605
2266,6606
2267,6607
2268,6608
2269,6647
2270,6648
2271,6649
2272,6650
2273,6654
2274,6655
2275,6656
2276,6657
2277,6658
2278,6659
2279,6660
2280,6661
2281,6662
2282,6663
2283,6664
2284,6665
2285,6666
2286,6667
2287,6668
2288,6669
2289,6670
2290,6671
2291,6672
2292,6673
2293,6674
2294,6675
2295,6676
2296,6699
2297,6700
2298,6701
2299,6702
2300,6703
2301,6704
2302,6705
2303,6706
2304,6707
2305,6708
2306,6709
2307,6710
2308,6711
2309,6712
2310,6713
2311,6714
2312,6715
2313,6716
2314,6734
2315,6735
2316,6736
2317,6737
2318,6738
2319,6739
2320,6740
2321,6741
2322,6742
2323,6743
2324,6744
2325,6745
2326,6746
2327,6747
2328,6748
2329,6749
2330,6750
2331,6751
2332,6752
2333,6753
2334,6754
2335,6755
2336,6756
2337,6757
2338,6758
2339,6759
2340,6760
2341,6787
2342,6788
2343,6789
2344,6790
2345,6791
2346,6792
2347,6793
2348,6800
2349,6801
2350,6802
2351,6803
2352,6804
2353,6805
2354,6806
2355,6807
2356,6808
2357,6809
2358,6810
2359,6811
2360,6812
2361,6813
2362,6814
2363,6815
2364,6816
2365,6817
2366,6818
2367,6819
2368,6820
2369,6821
2370,6822
2371,6823
2372,6824
2373,6825
2374,6826
2375,6827
2376,6828
2377,6829
2378,6830
2379,6831
2380,6832
2381,6833
2382,6834
2383,6835
2384,6836
2385,6837
2386,6838
2387,6839
2388,6840
2389,6841
2390,6842
2391,6843
2392,6844
2393,6845
2394,6846
2395,6847
2396,6848
2397,6849
2398,6850
2399,6851
2400,6852
2401,6853
2402,6854
2403,6909
2404,6910
2405,6911
2406,6912
2407,6913
2408,6914
2409,6915
2410,6916
2411,6917
2412,6918
2413,6919
2414,6920
2415,6921
2416,6922
2417,6923
2418,6924
2419,6925
2420,6926
2421,6927
2422,6928
2423,6929
2424,6930
2425,6931
2426,6932
2427,6933
2428,6934
2429,6960
2430,6961
2431,6962
2432,6965
2433,6966
2434,6967
2435,6968
2436,6969
2437,6970
2438,6971
2439,6972
2440,6973
2441,6974
2442,6975
2443,6976
2444,6977
2445,6978
2446,6979
2447,6980
2448,6981
2449,6982
2450,6983
2451,6984
2452,6985
2453,6986
2454,6987
2455,6988
2456,6989
2457,6990
2458,7016
2459,7017
2460,7018
2461,7019
2462,7020
2463,7021
2464,7022
2465,7023
2466,7024
2467,7025
2468,7026
2469,7027
2470,7028
2471,7029
2472,7030
2473,7031
2474,7032
2475,7033
2476,7034
2477,7035
2478,7036
2479,7037
2480,7038
2481,7039
2482,7040
2483,7041
2484,7042
2485,7043
2486,7044
2487,7045
2488,7046
2489,7047
2490,7048
2491,7049
2492,7050
2493,7051
2494,7052
2495,7053
2496,7054
2497,7055
