DID,Dist,PID,Dir,Apara,r,slope,cant,LW,RW
144,14.8825,2473,-1.35222,0,9e+10,0,0,1.74875,1.74767
145,15.7589,2474,-1.40526,0,9e+10,0,0,1.74869,1.74909
146,16.6353,2475,-1.45588,0,9e+10,0,0,1.74256,1.7566
147,17.5114,2476,-1.50721,0,9e+10,0,0,1.73477,1.75931
148,18.3876,2477,-1.54494,0,9e+10,0,0,1.74968,1.74973
149,19.2644,2478,-1.55597,0,9e+10,0,0,1.74976,1.74979
150,20.1412,2479,-1.55597,0,9e+10,0,0,1.74984,1.74986
151,0,2500,-1.56565,0,9e+10,0,0,1.75,1.75
152,0.819774,2501,-1.56563,0,9e+10,0,0,1.75,1.75
153,1.63955,2502,-1.56139,0,9e+10,0,0,1.74995,1.74987
154,2.4593,2503,-1.54068,0,9e+10,0,0,1.74983,1.7472
155,3.27866,2504,-1.49699,0,9e+10,0,0,1.75327,1.74411
156,4.0978,2505,-1.44208,0,9e+10,0,0,1.75722,1.7407
157,4.91675,2506,-1.38658,0,9e+10,0,0,1.76099,1.73748
158,5.73554,2507,-1.33096,0,9e+10,0,0,1.76476,1.73425
159,6.55421,2508,-1.27511,0,9e+10,0,0,1.76852,1.73103
160,7.37274,2509,-1.2146,0,9e+10,0,0,1.76875,1.72745
161,8.1906,2510,-1.13628,0,9e+10,0,0,1.77508,1.71711
162,9.00547,2511,-1.0313,0,9e+10,0,0,1.79067,1.68287
163,9.8144,2512,-0.876163,0,9e+10,0,0,1.78028,1.70163
164,10.6256,2513,-0.66442,0,9e+10,0,0,1.74935,1.728
165,11.4418,2514,-0.431279,0,9e+10,0,0,1.73584,1.73017
166,12.2548,2515,-0.209779,0,9e+10,0,0,1.74977,1.71153
167,13.0702,2516,-0.0618378,0,9e+10,0,0,1.74772,1.74695
168,13.89,2517,-0.0180002,0,9e+10,0,0,1.74837,1.74788
169,14.7097,2518,-0.0180002,0,9e+10,0,0,1.74902,1.74881
170,0,2539,-3.14107,0,9e+10,0,0,1.75,1.75
171,0.953684,2540,0.000520968,0,9e+10,0,0,1.75,1.75
172,1.90737,2541,0.000520968,0,9e+10,0,0,1.75,1.75
173,2.86105,2542,0.000520968,0,9e+10,0,0,1.75,1.75
174,3.81474,2543,0.000520968,0,9e+10,0,0,1.75,1.75
175,4.76842,2544,0.000520968,0,9e+10,0,0,1.75,1.75
176,5.72211,2545,0.000520968,0,9e+10,0,0,1.75,1.75
177,6.67579,2546,0.000520968,0,9e+10,0,0,1.75,1.75
178,7.62947,2547,0.000520968,0,9e+10,0,0,1.75,1.75
179,8.58316,2548,0.000520968,0,9e+10,0,0,1.75,1.75
180,9.53684,2549,0.000520968,0,9e+10,0,0,1.75,1.75
181,10.4905,2550,0.000520968,0,9e+10,0,0,1.75,1.75
182,11.4442,2551,0.000520968,0,9e+10,0,0,1.75,1.75
183,12.3979,2552,0.000520968,0,9e+10,0,0,1.75,1.75
184,13.3516,2553,0.000520968,0,9e+10,0,0,1.75,1.75
185,14.3053,2554,0.000520968,0,9e+10,0,0,1.75,1.75
186,15.2589,2555,0.000520968,0,9e+10,0,0,1.75,1.75
187,16.2126,2556,0.000520968,0,9e+10,0,0,1.75,1.75
188,17.1663,2557,0.000520968,0,9e+10,0,0,1.75,1.75
189,0,2580,-3.10626,0,9e+10,0,0,1.75,1.75
190,0.95262,2581,0.0353277,0,9e+10,0,0,1.75,1.75
191,1.90524,2582,0.0353277,0,9e+10,0,0,1.75,1.75
192,2.85786,2583,0.0353277,0,9e+10,0,0,1.75,1.75
193,3.81048,2584,0.0353277,0,9e+10,0,0,1.75,1.75
194,4.7631,2585,0.0353277,0,9e+10,0,0,1.75,1.75
195,5.71572,2586,0.0353277,0,9e+10,0,0,1.75,1.75
196,6.66834,2587,0.0353277,0,9e+10,0,0,1.75,1.75
197,7.62096,2588,0.0353277,0,9e+10,0,0,1.75,1.75
198,8.57358,2589,0.0353277,0,9e+10,0,0,1.75,1.75
199,9.5262,2590,0.0353277,0,9e+10,0,0,1.75,1.75
200,10.4788,2591,0.0353277,0,9e+10,0,0,1.75,1.75
201,11.4314,2592,0.0353277,0,9e+10,0,0,1.75,1.75
202,12.3841,2593,0.0353277,0,9e+10,0,0,1.75,1.75
203,13.3367,2594,0.0353277,0,9e+10,0,0,1.75,1.75
204,14.2893,2595,0.0353277,0,9e+10,0,0,1.75,1.75
205,15.2419,2596,0.0353277,0,9e+10,0,0,1.75,1.75
206,16.1945,2597,0.0353277,0,9e+10,0,0,1.75,1.75
207,17.1472,2598,0.0353277,0,9e+10,0,0,1.75,1.75
208,18.0998,2599,0.0353277,0,9e+10,0,0,1.75,1.75
209,19.0524,2600,0.0353277,0,9e+10,0,0,1.75,1.75
210,0,2623,0.0353277,0,9e+10,0,0,1.75,1.75
211,0.95262,2624,0.0353277,0,9e+10,0,0,1.75,1.75
212,1.90524,2625,0.0353277,0,9e+10,0,0,1.75,1.75
213,2.85786,2626,0.0353277,0,9e+10,0,0,1.75,1.75
214,3.81048,2627,0.0353277,0,9e+10,0,0,1.75,1.75
215,4.7631,2628,0.0353277,0,9e+10,0,0,1.75,1.75
216,5.71572,2629,0.0353277,0,9e+10,0,0,1.75,1.75
217,6.66834,2630,0.0353277,0,9e+10,0,0,1.75,1.75
218,7.62096,2631,0.0353277,0,9e+10,0,0,1.75,1.75
219,8.57358,2632,0.0353277,0,9e+10,0,0,1.75,1.75
220,9.5262,2633,0.0353277,0,9e+10,0,0,1.75,1.75
221,10.4788,2634,0.0353277,0,9e+10,0,0,1.75,1.75
222,11.4314,2635,0.0353277,0,9e+10,0,0,1.75,1.75
223,12.3841,2636,0.0353277,0,9e+10,0,0,1.75,1.75
224,13.3367,2637,0.0353277,0,9e+10,0,0,1.75,1.75
225,14.2893,2638,0.0353277,0,9e+10,0,0,1.75,1.75
226,15.2419,2639,0.0353277,0,9e+10,0,0,1.75,1.75
227,16.1945,2640,0.0353277,0,9e+10,0,0,1.75,1.75
228,17.1472,2641,0.0353277,0,9e+10,0,0,1.75,1.75
229,18.0998,2642,0.0353277,0,9e+10,0,0,1.75,1.75
230,19.0524,2643,0.0353277,0,9e+10,0,0,1.75,1.75
231,0,2664,1.54387,0,9e+10,0,0,1.75,1.74855
232,0.923202,2665,1.52677,0,9e+10,0,0,1.74794,1.74795
233,1.84614,2666,1.4894,0,9e+10,0,0,1.74887,1.74882
234,2.76909,2667,1.4494,0,9e+10,0,0,1.74918,1.7491
235,3.69206,2668,1.40995,0,9e+10,0,0,1.7495,1.74938
236,4.61513,2669,1.36958,0,9e+10,0,0,1.74981,1.74966
237,5.53831,2670,1.32643,0,9e+10,0,0,1.74848,1.7489
238,6.46148,2671,1.28377,0,9e+10,0,0,1.74829,1.74836
239,7.38452,2672,1.24388,0,9e+10,0,0,1.7486,1.74864
240,8.30748,2673,1.20444,0,9e+10,0,0,1.74892,1.74892
241,9.23042,2674,1.16499,0,9e+10,0,0,1.74923,1.7492
242,10.1534,2675,1.12555,0,9e+10,0,0,1.74955,1.74947
243,11.0765,2676,1.08462,0,9e+10,0,0,1.74986,1.74975
244,11.9997,2677,1.04103,0,9e+10,0,0,1.74827,1.74818
245,12.9229,2678,0.998922,0,9e+10,0,0,1.74833,1.74846
246,13.8459,2679,0.959475,0,9e+10,0,0,1.74865,1.74873
247,14.7688,2680,0.92003,0,9e+10,0,0,1.74896,1.74901
248,15.6918,2681,0.880397,0,9e+10,0,0,1.74928,1.74929
249,16.6148,2682,0.841905,0,9e+10,0,0,1.74978,1.74976
250,0,2687,-0.0038956,0,9e+10,0,0,1.74999,1.75
251,0.899479,2688,-0.0038956,0,9e+10,0,0,1.74975,1.74974
252,1.79896,2689,-0.0038956,0,9e+10,0,0,1.74951,1.74949
253,0,2694,-0.00372976,0,9e+10,0,0,1.74999,1.75
254,0.9214,2695,-0.00372976,0,9e+10,0,0,1.74975,1.74975
255,1.8428,2696,-0.00372976,0,9e+10,0,0,1.74951,1.7495
256,0,2724,0.0253166,0,9e+10,0,0,1.75,1.75
257,0.941403,2725,0.0379773,0,9e+10,0,0,1.74946,1.7497
258,1.8828,2726,0.0632984,0,9e+10,0,0,1.74948,1.7495
259,2.8242,2727,0.0886196,0,9e+10,0,0,1.74949,1.7494
260,3.76558,2728,0.11394,0,9e+10,0,0,1.74951,1.7494
261,4.70697,2729,0.139261,0,9e+10,0,0,1.74953,1.7494
262,5.64835,2730,0.164582,0,9e+10,0,0,1.74954,1.7494
263,6.58973,2731,0.189903,0,9e+10,0,0,1.74956,1.7494
264,7.5311,2732,0.215224,0,9e+10,0,0,1.74957,1.7494
265,8.47247,2733,0.240544,0,9e+10,0,0,1.74959,1.7494
266,9.41384,2734,0.267354,0,9e+10,0,0,1.74962,1.74943
267,10.3552,2735,0.28366,0,9e+10,0,0,1.74998,1.74998
268,11.2966,2736,0.287678,0,9e+10,0,0,1.74998,1.74998
269,12.238,2737,0.301064,0,9e+10,0,0,1.74963,1.74918
270,13.1793,2738,0.333747,0,9e+10,0,0,1.74919,1.74806
271,14.1205,2739,0.378385,0,9e+10,0,0,1.7491,1.74807
272,15.0617,2740,0.425341,0,9e+10,0,0,1.749,1.74807
273,16.0029,2741,0.472298,0,9e+10,0,0,1.74891,1.74807
274,16.9442,2742,0.519254,0,9e+10,0,0,1.74882,1.74808
275,17.8854,2743,0.56621,0,9e+10,0,0,1.74873,1.74808
276,18.8267,2744,0.613166,0,9e+10,0,0,1.74864,1.74808
277,19.768,2745,0.660122,0,9e+10,0,0,1.74855,1.74809
278,20.7093,2746,0.707078,0,9e+10,0,0,1.74846,1.74818
279,21.6506,2747,0.754305,0,9e+10,0,0,1.74837,1.74855
280,22.592,2748,0.812516,0,9e+10,0,0,1.74878,1.74868
281,23.5333,2749,0.848033,0,9e+10,0,0,1.74957,1.74957
282,0,2781,0.0253143,0,9e+10,0,0,1.75,1.75
283,0.918662,2782,0.0363951,0,9e+10,0,0,1.74952,1.74946
284,1.83729,2783,0.0585564,0,9e+10,0,0,1.74959,1.74953
285,2.75589,2784,0.0807174,0,9e+10,0,0,1.74966,1.7496
286,3.67448,2785,0.102878,0,9e+10,0,0,1.74974,1.74967
287,4.59306,2786,0.125039,0,9e+10,0,0,1.74981,1.74973
288,5.51166,2787,0.147199,0,9e+10,0,0,1.74988,1.7498
289,6.43027,2788,0.169671,0,9e+10,0,0,1.74995,1.74987
290,7.34892,2789,0.192801,0,9e+10,0,0,1.7506,1.74937
291,8.26757,2790,0.216417,0,9e+10,0,0,1.74954,1.7494
292,9.1862,2791,0.239374,0,9e+10,0,0,1.74961,1.74947
293,10.1048,2792,0.262553,0,9e+10,0,0,1.7497,1.74956
294,11.0234,2793,0.280124,0,9e+10,0,0,1.74998,1.74998
295,11.942,2794,0.286686,0,9e+10,0,0,1.74998,1.74998
296,12.8607,2795,0.293863,0,9e+10,0,0,1.74988,1.74952
297,13.7793,2796,0.314215,0,9e+10,0,0,1.7499,1.74914
298,14.6978,2797,0.348134,0,9e+10,0,0,1.75175,1.74783
299,15.6163,2798,0.387639,0,9e+10,0,0,1.75132,1.7456
300,16.5349,2799,0.427869,0,9e+10,0,0,1.74885,1.74814
301,17.4534,2800,0.467155,0,9e+10,0,0,1.74908,1.74847
302,18.3718,2801,0.504976,0,9e+10,0,0,1.7493,1.7488
303,19.2902,2802,0.542798,0,9e+10,0,0,1.74952,1.74913
304,20.2087,2803,0.58062,0,9e+10,0,0,1.74975,1.74946
305,21.1273,2804,0.620766,0,9e+10,0,0,1.74997,1.74979
306,22.0459,2805,0.662625,0,9e+10,0,0,1.74848,1.74813
307,22.9645,2806,0.702162,0,9e+10,0,0,1.7487,1.74846
308,23.883,2807,0.739984,0,9e+10,0,0,1.74893,1.74879
309,24.8014,2808,0.782179,0,9e+10,0,0,1.74915,1.74912
310,25.7195,2809,0.827203,0,9e+10,0,0,1.74954,1.74954
311,26.6382,2810,0.848941,0,9e+10,0,0,1.74958,1.74958
312,0,2815,0.84578,0,9e+10,0,0,1.75,1.74946
313,0.722077,2816,0.84578,0,9e+10,0,0,1.74866,1.74867
314,1.44415,2817,0.84578,0,9e+10,0,0,1.74776,1.74789
315,0,2821,0.84578,0,9e+10,0,0,1.75,1.74945
316,0.916125,2822,0.84578,0,9e+10,0,0,1.74819,1.74828
317,0,2837,2.98777,0,9e+10,0,0,1.74995,1.75
318,0.904545,2838,-0.147465,0,9e+10,0,0,1.74984,1.74985
319,1.80908,2839,-0.134648,0,9e+10,0,0,1.74986,1.74986
320,2.71361,2840,-0.121723,0,9e+10,0,0,1.74987,1.74987
321,3.61814,2841,-0.108798,0,9e+10,0,0,1.74988,1.74989
322,4.52267,2842,-0.0958734,0,9e+10,0,0,1.74989,1.7499
323,5.42719,2843,-0.0829484,0,9e+10,0,0,1.7499,1.74991
324,6.33172,2844,-0.0700237,0,9e+10,0,0,1.74992,1.74992
325,7.23624,2845,-0.057099,0,9e+10,0,0,1.74993,1.74994
326,8.14077,2846,-0.0426281,0,9e+10,0,0,1.74994,1.74995
327,9.04526,2847,-0.0251094,0,9e+10,0,0,1.74988,1.74988
328,9.9498,2848,-0.0155993,0,9e+10,0,0,1.7499,1.7499
329,10.8543,2849,-0.0155993,0,9e+10,0,0,1.74991,1.74991
330,0,2853,3.13526,0,9e+10,0,0,1.75,1.75
331,0.5,2854,-0.00632788,0,9e+10,0,0,1.75,1.75
332,0,2858,3.13526,0,9e+10,0,0,1.75,1.75
333,0.5,2859,-0.00632788,0,9e+10,0,0,1.75,1.75
334,0,2887,-3.1242,0,9e+10,0,0,1.75,1.75
335,0.961738,2888,0.0173919,0,9e+10,0,0,1.75,1.75
336,1.92348,2889,0.0173919,0,9e+10,0,0,1.75,1.75
337,2.88521,2890,0.0173919,0,9e+10,0,0,1.75,1.75
338,3.84695,2891,0.0173919,0,9e+10,0,0,1.75,1.75
339,4.80869,2892,0.0173919,0,9e+10,0,0,1.75,1.75
340,5.77043,2893,0.0173919,0,9e+10,0,0,1.75,1.75
341,6.73217,2894,0.0173919,0,9e+10,0,0,1.75,1.75
342,7.69391,2895,0.0173919,0,9e+10,0,0,1.75,1.75
343,8.65564,2896,0.0173919,0,9e+10,0,0,1.75,1.75
344,9.61738,2897,0.0173919,0,9e+10,0,0,1.75,1.75
345,10.5791,2898,0.0173919,0,9e+10,0,0,1.75,1.75
346,11.5409,2899,0.0173919,0,9e+10,0,0,1.75,1.75
347,12.5026,2900,0.0173919,0,9e+10,0,0,1.75,1.75
348,13.4643,2901,0.0173919,0,9e+10,0,0,1.75,1.75
349,14.4261,2902,0.0173919,0,9e+10,0,0,1.75,1.75
350,15.3878,2903,0.0173919,0,9e+10,0,0,1.75,1.75
351,16.3495,2904,0.0173919,0,9e+10,0,0,1.75,1.75
352,17.3113,2905,0.0173919,0,9e+10,0,0,1.75,1.75
353,18.273,2906,0.0173919,0,9e+10,0,0,1.75,1.75
354,19.2348,2907,0.0173919,0,9e+10,0,0,1.75,1.75
355,20.1965,2908,0.0173919,0,9e+10,0,0,1.75,1.75
356,21.1582,2909,0.0173919,0,9e+10,0,0,1.75,1.75
357,22.12,2910,0.0173919,0,9e+10,0,0,1.75,1.75
358,23.0817,2911,0.0173919,0,9e+10,0,0,1.75,1.75
359,24.0435,2912,0.0173919,0,9e+10,0,0,1.75,1.75
360,0,2940,0.0173919,0,9e+10,0,0,1.75,1.75
361,0.961738,2941,0.0173919,0,9e+10,0,0,1.75,1.75
362,1.92348,2942,0.0173919,0,9e+10,0,0,1.75,1.75
363,2.88521,2943,0.0173919,0,9e+10,0,0,1.75,1.75
364,3.84695,2944,0.0173919,0,9e+10,0,0,1.75,1.75
365,4.80869,2945,0.0173919,0,9e+10,0,0,1.75,1.75
366,5.77043,2946,0.0173919,0,9e+10,0,0,1.75,1.75
367,6.73217,2947,0.0173919,0,9e+10,0,0,1.75,1.75
368,7.69391,2948,0.0173919,0,9e+10,0,0,1.75,1.75
369,8.65564,2949,0.0173919,0,9e+10,0,0,1.75,1.75
370,9.61738,2950,0.0173919,0,9e+10,0,0,1.75,1.75
371,10.5791,2951,0.0173919,0,9e+10,0,0,1.75,1.75
372,11.5409,2952,0.0173919,0,9e+10,0,0,1.75,1.75
373,12.5026,2953,0.0173919,0,9e+10,0,0,1.75,1.75
374,13.4643,2954,0.0173919,0,9e+10,0,0,1.75,1.75
375,14.4261,2955,0.0173919,0,9e+10,0,0,1.75,1.75
376,15.3878,2956,0.0173919,0,9e+10,0,0,1.75,1.75
377,16.3495,2957,0.0173919,0,9e+10,0,0,1.75,1.75
378,17.3113,2958,0.0173919,0,9e+10,0,0,1.75,1.75
379,18.273,2959,0.0173919,0,9e+10,0,0,1.75,1.75
380,19.2348,2960,0.0173919,0,9e+10,0,0,1.75,1.75
381,20.1965,2961,0.0173919,0,9e+10,0,0,1.75,1.75
382,21.1582,2962,0.0173919,0,9e+10,0,0,1.75,1.75
383,22.12,2963,0.0173919,0,9e+10,0,0,1.75,1.75
384,23.0817,2964,0.0173919,0,9e+10,0,0,1.75,1.75
385,24.0435,2965,0.0173919,0,9e+10,0,0,1.75,1.75
386,0,2993,1.59158,0,9e+10,0,0,1.75,1.74999
387,0.877881,2994,1.56916,0,9e+10,0,0,1.7476,1.74811
388,1.75559,2995,1.5193,0,9e+10,0,0,1.74481,1.74623
389,2.63261,2996,1.46171,0,9e+10,0,0,1.74674,1.74759
390,3.50989,2997,1.39735,0,9e+10,0,0,1.74867,1.74894
391,4.38776,2998,1.32324,0,9e+10,0,0,1.74485,1.74434
392,5.26535,2999,1.25318,0,9e+10,0,0,1.74474,1.7457
