PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
24,-0.0010035108,0.0001701265,0.0000000000,-308.5313641168,52.6586335558,0,0,0,0
25,-0.0010035108,0.0001701265,0.0000000000,-308.5313641168,52.6586335558,0,0,0,0
26,-0.0010035372,0.0001119859,0.0000000000,-308.5395208262,34.6627197361,0,0,0,0
27,-0.0010035372,0.0001119859,0.0000000000,-308.5395208262,34.6627197361,0,0,0,0
28,-0.0009905270,0.0001119771,0.0000000000,-304.5395213347,34.6599929729,0,0,0,0
29,-0.0009905270,0.0001119771,0.0000000000,-304.5395213347,34.6599929729,0,0,0,0
30,-0.0009775168,0.0001119683,0.0000000000,-300.5395218432,34.6572663420,0,0,0,0
31,-0.0009775168,0.0001119683,0.0000000000,-300.5395218432,34.6572663420,0,0,0,0
32,-0.0009775168,0.0001119683,0.0000000000,-300.5395218432,34.6572663420,0,0,0,0
33,-0.0009773904,0.0005840673,0.0000000000,-300.5002972595,180.7831714451,0,0,0,0
34,-0.0009581255,0.0006063171,0.0000000000,-294.5772510841,187.6699995585,0,0,0,0
35,-0.0009581255,0.0006063171,0.0000000000,-294.5772510841,187.6699995585,0,0,0,0
36,-0.0009581345,0.0006192401,0.0000000000,-294.5799862798,191.6699984392,0,0,0,0
37,-0.0009581345,0.0006192401,0.0000000000,-294.5799862798,191.6699984392,0,0,0,0
38,-0.0009581434,0.0006321632,0.0000000000,-294.5827225819,195.6699971879,0,0,0,0
39,-0.0009581434,0.0006321632,0.0000000000,-294.5827225819,195.6699971879,0,0,0,0
40,-0.0009667438,0.0006314536,0.0000000000,-297.2269442771,195.4503490622,0,0,0,0
41,-0.0009667438,0.0006314536,0.0000000000,-297.2269442771,195.4503490622,0,0,0,0
42,-0.0009713464,0.0006303241,0.0000000000,-298.6420141421,195.1007578133,0,0,0,0
43,-0.0009713464,0.0006303241,0.0000000000,-298.6420141421,195.1007578133,0,0,0,0
44,-0.0009757886,0.0006286789,0.0000000000,-300.0077841766,194.5915361845,0,0,0,0
45,-0.0009757886,0.0006286789,0.0000000000,-300.0077841766,194.5915361845,0,0,0,0
46,-0.0009800122,0.0006265396,0.0000000000,-301.3063127231,193.9293720677,0,0,0,0
47,-0.0009800122,0.0006265396,0.0000000000,-301.3063127231,193.9293720677,0,0,0,0
48,-0.0009839615,0.0006239343,0.0000000000,-302.5205380451,193.1229657547,0,0,0,0
49,-0.0009839615,0.0006239343,0.0000000000,-302.5205380451,193.1229657547,0,0,0,0
50,-0.0009875847,0.0006208972,0.0000000000,-303.6345096491,192.1829107099,0,0,0,0
51,-0.0009875847,0.0006208972,0.0000000000,-303.6345096491,192.1829107099,0,0,0,0
52,-0.0009908343,0.0006174682,0.0000000000,-304.6335930582,191.1215576285,0,0,0,0
53,-0.0009908343,0.0006174682,0.0000000000,-304.6335930582,191.1215576285,0,0,0,0
54,-0.0009934058,0.0006141674,0.0000000000,-305.4242311977,190.0998892900,0,0,0,0
55,-0.0009934058,0.0006141674,0.0000000000,-305.4242311977,190.0998892900,0,0,0,0
56,-0.0009957587,0.0006107262,0.0000000000,-306.1476264689,189.0347669948,0,0,0,0
57,-0.0009957587,0.0006107262,0.0000000000,-306.1476264689,189.0347669948,0,0,0,0
58,-0.0009979062,0.0006069416,0.0000000000,-306.8078820370,187.8633394895,0,0,0,0
59,-0.0009979062,0.0006069416,0.0000000000,-306.8078820370,187.8633394895,0,0,0,0
60,-0.0009997173,0.0006029872,0.0000000000,-307.3646971285,186.6393553333,0,0,0,0
61,-0.0009997173,0.0006029872,0.0000000000,-307.3646971285,186.6393553333,0,0,0,0
62,-0.0010011784,0.0005988924,0.0000000000,-307.8139288668,185.3719271380,0,0,0,0
63,-0.0010011784,0.0005988924,0.0000000000,-307.8139288668,185.3719271380,0,0,0,0
64,-0.0010022787,0.0005946878,0.0000000000,-308.1522301845,184.0704928892,0,0,0,0
65,-0.0010022787,0.0005946878,0.0000000000,-308.1522301845,184.0704928892,0,0,0,0
66,-0.0010030101,0.0005904046,0.0000000000,-308.3770841304,182.7447390607,0,0,0,0
67,-0.0010030101,0.0005904046,0.0000000000,-308.3770841304,182.7447390607,0,0,0,0
68,-0.0010033670,0.0005860747,0.0000000000,-308.4868160505,181.4045382153,0,0,0,0
69,-0.0010033670,0.0005860747,0.0000000000,-308.4868160505,181.4045382153,0,0,0,0
70,-0.0010034089,0.0005843077,0.0000000000,-308.4997008983,180.8576291689,0,0,0,0
71,-0.0010034089,0.0005843077,0.0000000000,-308.4997008983,180.8576291689,0,0,0,0
72,-0.0009904006,0.0005840854,0.0000000000,-304.5002930220,180.7888085804,0,0,0,0
73,-0.0009904006,0.0005840854,0.0000000000,-304.5002930220,180.7888085804,0,0,0,0
74,-0.0009773904,0.0005840673,0.0000000000,-300.5002972595,180.7831714451,0,0,0,0
75,-0.0009773904,0.0005840673,0.0000000000,-300.5002972595,180.7831714451,0,0,0,0
76,-0.0009773904,0.0005840673,0.0000000000,-300.5002972595,180.7831714451,0,0,0,0
77,-0.0006298093,0.0005897379,0.0000000000,-193.6359100435,182.5381466732,0,0,0,0
78,-0.0006167992,0.0005897438,0.0000000000,-189.6359110028,182.5399800269,0,0,0,0
79,-0.0006167992,0.0005897438,0.0000000000,-189.6359110028,182.5399800269,0,0,0,0
80,-0.0006037890,0.0005897498,0.0000000000,-185.6359108537,182.5418135127,0,0,0,0
81,-0.0006037890,0.0005897498,0.0000000000,-185.6359108537,182.5418135127,0,0,0,0
82,-0.0005890062,0.0006063638,0.0000000000,-181.0909030549,187.6842545338,0,0,0,0
83,-0.0005890062,0.0006063638,0.0000000000,-181.0909030549,187.6842545338,0,0,0,0
84,-0.0005890032,0.0006192869,0.0000000000,-181.0899983291,191.6842545231,0,0,0,0
85,-0.0005890032,0.0006192869,0.0000000000,-181.0899983291,191.6842545231,0,0,0,0
86,-0.0005890003,0.0006322100,0.0000000000,-181.0890947115,195.6842543802,0,0,0,0
87,-0.0005890003,0.0006322100,0.0000000000,-181.0890947115,195.6842543802,0,0,0,0
88,-0.0006475461,0.0006322231,0.0000000000,-199.0890934058,195.6883241530,0,0,0,0
89,-0.0006475461,0.0006322231,0.0000000000,-199.0890934058,195.6883241530,0,0,0,0
90,-0.0006475520,0.0006063769,0.0000000000,-199.0909029376,187.6883243078,0,0,0,0
91,-0.0006475520,0.0006063769,0.0000000000,-199.0909029376,187.6883243078,0,0,0,0
92,-0.0006298093,0.0005897379,0.0000000000,-193.6359100435,182.5381466732,0,0,0,0
93,-0.0006298093,0.0005897379,0.0000000000,-193.6359100435,182.5381466732,0,0,0,0
94,-0.0006298093,0.0005897379,0.0000000000,-193.6359100435,182.5381466732,0,0,0,0
95,-0.0003823392,-0.0000302401,0.0000000000,-117.5510053039,-9.3599898922,0,0,0,0
96,-0.0003746614,-0.0000299684,0.0000000000,-115.1904351655,-9.2759036003,0,0,0,0
97,-0.0003746614,-0.0000299684,0.0000000000,-115.1904351655,-9.2759036003,0,0,0,0
98,-0.0003699009,-0.0000291341,0.0000000000,-113.7268092111,-9.0176622627,0,0,0,0
99,-0.0003699009,-0.0000291341,0.0000000000,-113.7268092111,-9.0176622627,0,0,0,0
100,-0.0003652775,-0.0000277309,0.0000000000,-112.3053532336,-8.5833334210,0,0,0,0
101,-0.0003652775,-0.0000277309,0.0000000000,-112.3053532336,-8.5833334210,0,0,0,0
102,-0.0003608603,-0.0000257796,0.0000000000,-110.9472629931,-7.9793710102,0,0,0,0
103,-0.0003608603,-0.0000257796,0.0000000000,-110.9472629931,-7.9793710102,0,0,0,0
104,-0.0003567147,-0.0000233093,0.0000000000,-109.6726982594,-7.2147394565,0,0,0,0
105,-0.0003567147,-0.0000233093,0.0000000000,-109.6726982594,-7.2147394565,0,0,0,0
106,-0.0003529024,-0.0000203565,0.0000000000,-108.5005758386,-6.3007888765,0,0,0,0
107,-0.0003529024,-0.0000203565,0.0000000000,-108.5005758386,-6.3007888765,0,0,0,0
108,-0.0003494798,-0.0000169652,0.0000000000,-107.4482939690,-5.2510834777,0,0,0,0
109,-0.0003494798,-0.0000169652,0.0000000000,-107.4482939690,-5.2510834777,0,0,0,0
110,-0.0003467112,-0.0000135361,0.0000000000,-106.5970806200,-4.1896968309,0,0,0,0
111,-0.0003467112,-0.0000135361,0.0000000000,-106.5970806200,-4.1896968309,0,0,0,0
112,-0.0003442982,-0.0000100773,0.0000000000,-105.8552041352,-3.1191161092,0,0,0,0
113,-0.0003442982,-0.0000100773,0.0000000000,-105.8552041352,-3.1191161092,0,0,0,0
114,-0.0003421007,-0.0000062439,0.0000000000,-105.1795855835,-1.9325815112,0,0,0,0
115,-0.0003421007,-0.0000062439,0.0000000000,-105.1795855835,-1.9325815112,0,0,0,0
116,-0.0003402646,-0.0000022242,0.0000000000,-104.6150681302,-0.6883880430,0,0,0,0
117,-0.0003402646,-0.0000022242,0.0000000000,-104.6150681302,-0.6883880430,0,0,0,0
118,-0.0003388069,0.0000019457,0.0000000000,-104.1668926161,0.6022857695,0,0,0,0
119,-0.0003388069,0.0000019457,0.0000000000,-104.1668926161,0.6022857695,0,0,0,0
120,-0.0003377399,0.0000062307,0.0000000000,-103.8388288971,1.9285856569,0,0,0,0
121,-0.0003377399,0.0000062307,0.0000000000,-103.8388288971,1.9285856569,0,0,0,0
122,-0.0003370725,0.0000105947,0.0000000000,-103.6336351950,3.2793609496,0,0,0,0
123,-0.0003370725,0.0000105947,0.0000000000,-103.6336351950,3.2793609496,0,0,0,0
124,-0.0003368103,0.0000150011,0.0000000000,-103.5530359540,4.6432537204,0,0,0,0
125,-0.0003368103,0.0000150011,0.0000000000,-103.5530359540,4.6432537204,0,0,0,0
126,-0.0003368005,0.0000154609,0.0000000000,-103.5500219408,4.7855604220,0,0,0,0
127,-0.0003368005,0.0000154609,0.0000000000,-103.5500219408,4.7855604220,0,0,0,0
128,-0.0003362826,0.0001599073,0.0000000000,-103.3907411471,49.4952104671,0,0,0,0
129,-0.0003362826,0.0001599073,0.0000000000,-103.3907411471,49.4952104671,0,0,0,0
130,-0.0003362832,0.0001631593,0.0000000000,-103.3909384087,50.5017900885,0,0,0,0
131,-0.0003362832,0.0001631593,0.0000000000,-103.3909384087,50.5017900885,0,0,0,0
132,-0.0003363842,0.0005866594,0.0000000000,-103.4218718037,181.5851805146,0,0,0,0
133,-0.0003363842,0.0005866594,0.0000000000,-103.4218718037,181.5851805146,0,0,0,0
134,-0.0003371495,0.0005949199,0.0000000000,-103.6571697332,184.1419931072,0,0,0,0
135,-0.0003371495,0.0005949199,0.0000000000,-103.6571697332,184.1419931072,0,0,0,0
136,-0.0003381793,0.0005992848,0.0000000000,-103.9737716876,185.4930487280,0,0,0,0
137,-0.0003381793,0.0005992848,0.0000000000,-103.9737716876,185.4930487280,0,0,0,0
138,-0.0003396302,0.0006035301,0.0000000000,-104.4198634364,186.8070466599,0,0,0,0
139,-0.0003396302,0.0006035301,0.0000000000,-104.4198634364,186.8070466599,0,0,0,0
140,-0.0003414887,0.0006076156,0.0000000000,-104.9912423696,188.0716083066,0,0,0,0
141,-0.0003414887,0.0006076156,0.0000000000,-104.9912423696,188.0716083066,0,0,0,0
142,-0.0003437371,0.0006115029,0.0000000000,-105.6825248934,189.2748186143,0,0,0,0
143,-0.0003437371,0.0006115029,0.0000000000,-105.6825248934,189.2748186143,0,0,0,0
144,-0.0003463543,0.0006151553,0.0000000000,-106.4871984515,190.4053453000,0,0,0,0
145,-0.0003463543,0.0006151553,0.0000000000,-106.4871984515,190.4053453000,0,0,0,0
146,-0.0003493157,0.0006185386,0.0000000000,-107.3976824041,191.4525346798,0,0,0,0
147,-0.0003493157,0.0006185386,0.0000000000,-107.3976824041,191.4525346798,0,0,0,0
148,-0.0003526250,0.0006216401,0.0000000000,-108.4151145667,192.4125302183,0,0,0,0
149,-0.0003526250,0.0006216401,0.0000000000,-108.4151145667,192.4125302183,0,0,0,0
150,-0.0003562414,0.0006244034,0.0000000000,-109.5269800778,193.2678498874,0,0,0,0
151,-0.0003562414,0.0006244034,0.0000000000,-109.5269800778,193.2678498874,0,0,0,0
152,-0.0003601196,0.0006267909,0.0000000000,-110.7193550803,194.0068237702,0,0,0,0
153,-0.0003601196,0.0006267909,0.0000000000,-110.7193550803,194.0068237702,0,0,0,0
154,-0.0003642203,0.0006287781,0.0000000000,-111.9801032394,194.6219282062,0,0,0,0
155,-0.0003642203,0.0006287781,0.0000000000,-111.9801032394,194.6219282062,0,0,0,0
156,-0.0003685016,0.0006303450,0.0000000000,-113.2963986639,195.1069075899,0,0,0,0
157,-0.0003685016,0.0006303450,0.0000000000,-113.2963986639,195.1069075899,0,0,0,0
158,-0.0003729200,0.0006314755,0.0000000000,-114.6548520941,195.4568267429,0,0,0,0
159,-0.0003729200,0.0006314755,0.0000000000,-114.6548520941,195.4568267429,0,0,0,0
160,-0.0003774306,0.0006321581,0.0000000000,-116.0416437089,195.6681255132,0,0,0,0
161,-0.0003774306,0.0006321581,0.0000000000,-116.0416437089,195.6681255132,0,0,0,0
162,-0.0003819440,0.0006323866,0.0000000000,-117.4293098487,195.7388360482,0,0,0,0
163,-0.0003819440,0.0006323866,0.0000000000,-117.4293098487,195.7388360482,0,0,0,0
164,-0.0003840443,0.0006323903,0.0000000000,-118.0750331078,195.7399866186,0,0,0,0
165,-0.0003840443,0.0006323903,0.0000000000,-118.0750331078,195.7399866186,0,0,0,0
166,-0.0003840266,0.0006194672,0.0000000000,-118.0696002804,191.7399912129,0,0,0,0
167,-0.0003840266,0.0006194672,0.0000000000,-118.0696002804,191.7399912129,0,0,0,0
168,-0.0003840089,0.0006065442,0.0000000000,-118.0641663466,187.7399945609,0,0,0,0
169,-0.0003840089,0.0006065442,0.0000000000,-118.0641663466,187.7399945609,0,0,0,0
170,-0.0003823392,-0.0000302401,0.0000000000,-117.5510053039,-9.3599898922,0,0,0,0
171,-0.0003823392,-0.0000302401,0.0000000000,-117.5510053039,-9.3599898922,0,0,0,0
172,-0.0003823392,-0.0000302401,0.0000000000,-117.5510053039,-9.3599898922,0,0,0,0
173,-0.0005239351,0.0006063552,0.0000000000,-161.0846883524,187.6815586638,0,0,0,0
174,-0.0003840089,0.0006065442,0.0000000000,-118.0641663466,187.7399945609,0,0,0,0
175,-0.0003840089,0.0006065442,0.0000000000,-118.0641663466,187.7399945609,0,0,0,0
176,-0.0003840443,0.0006323903,0.0000000000,-118.0750331078,195.7399866186,0,0,0,0
177,-0.0003840443,0.0006323903,0.0000000000,-118.0750331078,195.7399866186,0,0,0,0
178,-0.0005890003,0.0006322100,0.0000000000,-181.0890947115,195.6842543802,0,0,0,0
179,-0.0005890003,0.0006322100,0.0000000000,-181.0890947115,195.6842543802,0,0,0,0
180,-0.0005890062,0.0006063638,0.0000000000,-181.0909030549,187.6842545338,0,0,0,0
181,-0.0005890062,0.0006063638,0.0000000000,-181.0909030549,187.6842545338,0,0,0,0
182,-0.0005239351,0.0006063552,0.0000000000,-161.0846883524,187.6815586638,0,0,0,0
183,-0.0005239351,0.0006063552,0.0000000000,-161.0846883524,187.6815586638,0,0,0,0
184,-0.0005239351,0.0006063552,0.0000000000,-161.0846883524,187.6815586638,0,0,0,0
185,-0.0007902199,0.0005896711,0.0000000000,-242.9543860778,182.5175722896,0,0,0,0
186,-0.0007772097,0.0005896790,0.0000000000,-238.9543870334,182.5200012709,0,0,0,0
187,-0.0007772097,0.0005896790,0.0000000000,-238.9543870334,182.5200012709,0,0,0,0
188,-0.0007641995,0.0005896869,0.0000000000,-234.9543879889,182.5224303842,0,0,0,0
189,-0.0007641995,0.0005896869,0.0000000000,-234.9543879889,182.5224303842,0,0,0,0
190,-0.0007492265,0.0006063995,0.0000000000,-230.3509022128,187.6953919449,0,0,0,0
191,-0.0007492265,0.0006063995,0.0000000000,-230.3509022128,187.6953919449,0,0,0,0
192,-0.0007492236,0.0006193226,0.0000000000,-230.3499969672,191.6953919323,0,0,0,0
193,-0.0007492236,0.0006193226,0.0000000000,-230.3499969672,191.6953919323,0,0,0,0
194,-0.0007492207,0.0006322457,0.0000000000,-230.3490928281,195.6953917877,0,0,0,0
195,-0.0007492207,0.0006322457,0.0000000000,-230.3490928281,195.6953917877,0,0,0,0
196,-0.0008045139,0.0006322580,0.0000000000,-247.3490921445,195.6992350656,0,0,0,0
197,-0.0008045139,0.0006322580,0.0000000000,-247.3490921445,195.6992350656,0,0,0,0
198,-0.0008077665,0.0006322587,0.0000000000,-248.3490926251,195.6994610839,0,0,0,0
199,-0.0008077665,0.0006322587,0.0000000000,-248.3490926251,195.6994610839,0,0,0,0
200,-0.0008077694,0.0006193357,0.0000000000,-248.3499973584,191.6994612293,0,0,0,0
201,-0.0008077694,0.0006193357,0.0000000000,-248.3499973584,191.6994612293,0,0,0,0
202,-0.0008077723,0.0006064126,0.0000000000,-248.3509009872,187.6994612425,0,0,0,0
203,-0.0008077723,0.0006064126,0.0000000000,-248.3509009872,187.6994612425,0,0,0,0
204,-0.0007902199,0.0005896711,0.0000000000,-242.9543860778,182.5175722896,0,0,0,0
205,-0.0007902199,0.0005896711,0.0000000000,-242.9543860778,182.5175722896,0,0,0,0
206,-0.0007902199,0.0005896711,0.0000000000,-242.9543860778,182.5175722896,0,0,0,0
207,-0.0006480389,-0.0000305364,0.0000000000,-199.2409411483,-9.4516010418,0,0,0,0
208,-0.0006480360,-0.0000176134,0.0000000000,-199.2400380298,-5.4516012239,0,0,0,0
209,-0.0006480360,-0.0000176134,0.0000000000,-199.2400380298,-5.4516012239,0,0,0,0
210,-0.0006480331,-0.0000046903,0.0000000000,-199.2391349133,-1.4516004238,0,0,0,0
211,-0.0006480331,-0.0000046903,0.0000000000,-199.2391349133,-1.4516004238,0,0,0,0
212,-0.0009585026,-0.0000044273,0.0000000000,-294.6936292183,-1.3700047059,0,0,0,0
213,-0.0009585026,-0.0000044273,0.0000000000,-294.6936292183,-1.3700047059,0,0,0,0
214,-0.0009585232,-0.0000173504,0.0000000000,-294.6999821868,-5.3699999152,0,0,0,0
215,-0.0009585232,-0.0000173504,0.0000000000,-294.6999821868,-5.3699999152,0,0,0,0
216,-0.0009585438,-0.0000302734,0.0000000000,-294.7063340526,-9.3699952572,0,0,0,0
217,-0.0009585438,-0.0000302734,0.0000000000,-294.7063340526,-9.3699952572,0,0,0,0
218,-0.0008121632,-0.0000304999,0.0000000000,-249.7012954261,-9.4402074458,0,0,0,0
219,-0.0008121632,-0.0000304999,0.0000000000,-249.7012954261,-9.4402074458,0,0,0,0
220,-0.0006480389,-0.0000305364,0.0000000000,-199.2409411483,-9.4516010418,0,0,0,0
221,-0.0006480389,-0.0000305364,0.0000000000,-199.2409411483,-9.4516010418,0,0,0,0
222,-0.0006480389,-0.0000305364,0.0000000000,-199.2409411483,-9.4516010418,0,0,0,0
223,-0.0006297205,0.0003979594,0.0000000000,-193.6087017972,123.1781530078,0,0,0,0
224,-0.0006167104,0.0003979654,0.0000000000,-189.6087018996,123.1799863621,0,0,0,0
225,-0.0006167104,0.0003979654,0.0000000000,-189.6087018996,123.1799863621,0,0,0,0
226,-0.0006037002,0.0003979713,0.0000000000,-185.6087020040,123.1818198487,0,0,0,0
227,-0.0006037002,0.0003979713,0.0000000000,-185.6087020040,123.1818198487,0,0,0,0
228,-0.0006037330,0.0004687898,0.0000000000,-185.6187493671,145.1018180572,0,0,0,0
229,-0.0006037330,0.0004687898,0.0000000000,-185.6187493671,145.1018180572,0,0,0,0
230,-0.0006167432,0.0004687838,0.0000000000,-189.6187496465,145.0999845711,0,0,0,0
231,-0.0006167432,0.0004687838,0.0000000000,-189.6187496465,145.0999845711,0,0,0,0
232,-0.0006297533,0.0004687779,0.0000000000,-193.6187488176,145.0981501026,0,0,0,0
233,-0.0006297533,0.0004687779,0.0000000000,-193.6187488176,145.0981501026,0,0,0,0
234,-0.0006477897,0.0004463310,0.0000000000,-199.1640681457,138.1503113157,0,0,0,0
235,-0.0006477897,0.0004463310,0.0000000000,-199.1640681457,138.1503113157,0,0,0,0
236,-0.0006477633,0.0004204848,0.0000000000,-199.1559583079,130.1503154521,0,0,0,0
237,-0.0006477633,0.0004204848,0.0000000000,-199.1559583079,130.1503154521,0,0,0,0
238,-0.0006297205,0.0003979594,0.0000000000,-193.6087017972,123.1781530078,0,0,0,0
239,-0.0006297205,0.0003979594,0.0000000000,-193.6087017972,123.1781530078,0,0,0,0
240,-0.0006297205,0.0003979594,0.0000000000,-193.6087017972,123.1781530078,0,0,0,0
241,-0.0009585438,-0.0000302734,0.0000000000,-294.7063340526,-9.3699952572,0,0,0,0
242,-0.0009585026,-0.0000044273,0.0000000000,-294.6936292183,-1.3700047059,0,0,0,0
243,-0.0009585026,-0.0000044273,0.0000000000,-294.6936292183,-1.3700047059,0,0,0,0
244,-0.0009775832,0.0000149161,0.0000000000,-300.5599986017,4.6172732555,0,0,0,0
245,-0.0009775832,0.0000149161,0.0000000000,-300.5599986017,4.6172732555,0,0,0,0
246,-0.0010036035,0.0000149337,0.0000000000,-308.5599962492,4.6227266541,0,0,0,0
247,-0.0010036035,0.0000149337,0.0000000000,-308.5599962492,4.6227266541,0,0,0,0
248,-0.0010034174,0.0000075383,0.0000000000,-308.5027846359,2.3336690361,0,0,0,0
249,-0.0010034174,0.0000075383,0.0000000000,-308.5027846359,2.3336690361,0,0,0,0
250,-0.0010027718,0.0000030325,0.0000000000,-308.3042897396,0.9390157728,0,0,0,0
251,-0.0010027718,0.0000030325,0.0000000000,-308.3042897396,0.9390157728,0,0,0,0
252,-0.0010016645,-0.0000013868,0.0000000000,-307.9638485610,-0.4288526360,0,0,0,0
253,-0.0010016645,-0.0000013868,0.0000000000,-307.9638485610,-0.4288526360,0,0,0,0
254,-0.0010001073,-0.0000056701,0.0000000000,-307.4850859214,-1.7546537326,0,0,0,0
255,-0.0010001073,-0.0000056701,0.0000000000,-307.4850859214,-1.7546537326,0,0,0,0
256,-0.0009981165,-0.0000097725,0.0000000000,-306.8730367348,-3.0244410844,0,0,0,0
257,-0.0009981165,-0.0000097725,0.0000000000,-306.8730367348,-3.0244410844,0,0,0,0
258,-0.0009957133,-0.0000136508,0.0000000000,-306.1341415960,-4.2248565978,0,0,0,0
259,-0.0009957133,-0.0000136508,0.0000000000,-306.1341415960,-4.2248565978,0,0,0,0
260,-0.0009928907,-0.0000172981,0.0000000000,-305.2663440146,-5.3537965000,0,0,0,0
261,-0.0009928907,-0.0000172981,0.0000000000,-305.2663440146,-5.3537965000,0,0,0,0
262,-0.0009894492,-0.0000207823,0.0000000000,-304.2082615905,-6.4322340518,0,0,0,0
263,-0.0009894492,-0.0000207823,0.0000000000,-304.2082615905,-6.4322340518,0,0,0,0
264,-0.0009855253,-0.0000238280,0.0000000000,-303.0018561576,-7.3749696366,0,0,0,0
265,-0.0009855253,-0.0000238280,0.0000000000,-303.0018561576,-7.3749696366,0,0,0,0
266,-0.0009812291,-0.0000263293,0.0000000000,-301.6809578221,-8.1491740365,0,0,0,0
267,-0.0009812291,-0.0000263293,0.0000000000,-301.6809578221,-8.1491740365,0,0,0,0
268,-0.0009766365,-0.0000282418,0.0000000000,-300.2689582501,-8.7411369976,0,0,0,0
269,-0.0009766365,-0.0000282418,0.0000000000,-300.2689582501,-8.7411369976,0,0,0,0
270,-0.0009718289,-0.0000295316,0.0000000000,-298.7908606511,-9.1403752392,0,0,0,0
271,-0.0009718289,-0.0000295316,0.0000000000,-298.7908606511,-9.1403752392,0,0,0,0
272,-0.0009668915,-0.0000301759,0.0000000000,-297.2728392798,-9.3398196556,0,0,0,0
273,-0.0009668915,-0.0000301759,0.0000000000,-297.2728392798,-9.3398196556,0,0,0,0
274,-0.0009626189,-0.0000302666,0.0000000000,-295.9592308439,-9.3678806251,0,0,0,0
275,-0.0009626189,-0.0000302666,0.0000000000,-295.9592308439,-9.3678806251,0,0,0,0
276,-0.0009592937,-0.0000302722,0.0000000000,-294.9368773960,-9.3696292093,0,0,0,0
277,-0.0009592937,-0.0000302722,0.0000000000,-294.9368773960,-9.3696292093,0,0,0,0
278,-0.0009585438,-0.0000302734,0.0000000000,-294.7063340526,-9.3699952572,0,0,0,0
279,-0.0009585438,-0.0000302734,0.0000000000,-294.7063340526,-9.3699952572,0,0,0,0
280,-0.0009585438,-0.0000302734,0.0000000000,-294.7063340526,-9.3699952572,0,0,0,0
281,-0.0007402468,0.0001287560,0.0000000000,-227.5903536491,39.8533123082,0,0,0,0
282,-0.0007402457,0.0001416791,0.0000000000,-227.5900063310,43.8533116109,0,0,0,0
283,-0.0007402457,0.0001416791,0.0000000000,-227.5900063310,43.8533116109,0,0,0,0
284,-0.0007402446,0.0001546022,0.0000000000,-227.5896590129,47.8533118957,0,0,0,0
285,-0.0007402446,0.0001546022,0.0000000000,-227.5896590129,47.8533118957,0,0,0,0
286,-0.0007639463,0.0001767947,0.0000000000,-234.8767851572,54.7224544418,0,0,0,0
287,-0.0007639463,0.0001767947,0.0000000000,-234.8767851572,54.7224544418,0,0,0,0
288,-0.0007899666,0.0001767790,0.0000000000,-242.8767828364,54.7175963430,0,0,0,0
289,-0.0007899666,0.0001767790,0.0000000000,-242.8767828364,54.7175963430,0,0,0,0
290,-0.0008063037,0.0001546077,0.0000000000,-247.8996588886,47.8550755958,0,0,0,0
291,-0.0008063037,0.0001546077,0.0000000000,-247.8996588886,47.8550755958,0,0,0,0
292,-0.0008063059,0.0001287616,0.0000000000,-247.9003537595,39.8550760095,0,0,0,0
