PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
53,-0.0006281988,0.0003276649,0.0000000000,-193.1408887282,101.4203266377,0,0,0,0
54,-0.0006542192,0.0003276628,0.0000000000,-201.1408888474,101.4196766674,0,0,0,0
55,-0.0006542192,0.0003276628,0.0000000000,-201.1408888474,101.4196766674,0,0,0,0
56,-0.0006776000,0.0003049892,0.0000000000,-208.3293890394,94.4016719376,0,0,0,0
57,-0.0006776000,0.0003049892,0.0000000000,-208.3293890394,94.4016719376,0,0,0,0
58,-0.0006776020,0.0002920661,0.0000000000,-208.3299980387,90.4016720770,0,0,0,0
59,-0.0006776020,0.0002920661,0.0000000000,-208.3299980387,90.4016720770,0,0,0,0
60,-0.0006776039,0.0002791431,0.0000000000,-208.3306059297,86.4016720841,0,0,0,0
61,-0.0006776039,0.0002791431,0.0000000000,-208.3306059297,86.4016720841,0,0,0,0
62,-0.0006093006,0.0002791329,0.0000000000,-187.3306056485,86.3984787583,0,0,0,0
63,-0.0006093006,0.0002791329,0.0000000000,-187.3306056485,86.3984787583,0,0,0,0
64,-0.0006060480,0.0002791324,0.0000000000,-186.3306053709,86.3983267862,0,0,0,0
65,-0.0006060480,0.0002791324,0.0000000000,-186.3306053709,86.3983267862,0,0,0,0
66,-0.0006060480,0.0002791324,0.0000000000,-186.3306053709,86.3983267862,0,0,0,0
67,-0.0001739183,0.0010505155,0.0000000000,-53.4713953137,325.1595067454,0,0,0,0
68,-0.0001509754,0.0010754324,0.0000000000,-46.4175760224,332.8718834324,0,0,0,0
69,-0.0001509754,0.0010754324,0.0000000000,-46.4175760224,332.8718834324,0,0,0,0
70,-0.0001509833,0.0010883555,0.0000000000,-46.4199917931,336.8718830867,0,0,0,0
71,-0.0001509833,0.0010883555,0.0000000000,-46.4199917931,336.8718830867,0,0,0,0
72,-0.0001509911,0.0011012786,0.0000000000,-46.4224075656,340.8718826092,0,0,0,0
73,-0.0001509911,0.0011012786,0.0000000000,-46.4224075656,340.8718826092,0,0,0,0
74,-0.0002196525,0.0011012374,0.0000000000,-67.5324252397,340.8591317603,0,0,0,0
75,-0.0002196525,0.0011012374,0.0000000000,-67.5324252397,340.8591317603,0,0,0,0
76,-0.0002245312,0.0011012345,0.0000000000,-69.0324036889,340.8582255787,0,0,0,0
77,-0.0002245312,0.0011012345,0.0000000000,-69.0324036889,340.8582255787,0,0,0,0
78,-0.0002245234,0.0010883114,0.0000000000,-69.0299875569,336.8582260555,0,0,0,0
79,-0.0002245234,0.0010883114,0.0000000000,-69.0299875569,336.8582260555,0,0,0,0
80,-0.0002245155,0.0010753883,0.0000000000,-69.0275714248,332.8582275146,0,0,0,0
81,-0.0002245155,0.0010753883,0.0000000000,-69.0275714248,332.8582275146,0,0,0,0
82,-0.0001999387,0.0010505186,0.0000000000,-61.4713950381,325.1604821971,0,0,0,0
83,-0.0001999387,0.0010505186,0.0000000000,-61.4713950381,325.1604821971,0,0,0,0
84,-0.0001869285,0.0010505170,0.0000000000,-57.4713951759,325.1599944052,0,0,0,0
85,-0.0001869285,0.0010505170,0.0000000000,-57.4713951759,325.1599944052,0,0,0,0
86,-0.0001739183,0.0010505155,0.0000000000,-53.4713953137,325.1595067454,0,0,0,0
87,-0.0001739183,0.0010505155,0.0000000000,-53.4713953137,325.1595067454,0,0,0,0
88,-0.0001739183,0.0010505155,0.0000000000,-53.4713953137,325.1595067454,0,0,0,0
89,-0.0006542797,0.0010521632,0.0000000000,-201.1591120809,325.6696753551,0,0,0,0
90,-0.0006282593,0.0010521654,0.0000000000,-193.1591112837,325.6703253319,0,0,0,0
91,-0.0006282593,0.0010521654,0.0000000000,-193.1591112837,325.6703253319,0,0,0,0
92,-0.0006038276,0.0010751603,0.0000000000,-185.6475501209,332.7877869709,0,0,0,0
93,-0.0006038276,0.0010751603,0.0000000000,-185.6475501209,332.7877869709,0,0,0,0
94,-0.0006038355,0.0010880834,0.0000000000,-185.6499657221,336.7877866294,0,0,0,0
95,-0.0006038355,0.0010880834,0.0000000000,-185.6499657221,336.7877866294,0,0,0,0
96,-0.0006038433,0.0011010065,0.0000000000,-185.6523824297,340.7877861558,0,0,0,0
97,-0.0006038433,0.0011010065,0.0000000000,-185.6523824297,340.7877861558,0,0,0,0
98,-0.0006803107,0.0011009605,0.0000000000,-209.1623773854,340.7735861518,0,0,0,0
99,-0.0006803107,0.0011009605,0.0000000000,-209.1623773854,340.7735861518,0,0,0,0
100,-0.0006803029,0.0010880374,0.0000000000,-209.1599614546,336.7735866249,0,0,0,0
101,-0.0006803029,0.0010880374,0.0000000000,-209.1599614546,336.7735866249,0,0,0,0
102,-0.0006802950,0.0010751143,0.0000000000,-209.1575455219,332.7735869660,0,0,0,0
103,-0.0006802950,0.0010751143,0.0000000000,-209.1575455219,332.7735869660,0,0,0,0
104,-0.0006542797,0.0010521632,0.0000000000,-201.1591120809,325.6696753551,0,0,0,0
105,-0.0006542797,0.0010521632,0.0000000000,-201.1591120809,325.6696753551,0,0,0,0
106,-0.0006542797,0.0010521632,0.0000000000,-201.1591120809,325.6696753551,0,0,0,0
107,-0.0001501068,0.0002790640,0.0000000000,-46.1506076083,86.3770184920,0,0,0,0
108,-0.0001501028,0.0003049101,0.0000000000,-46.1493914761,94.3770183529,0,0,0,0
109,-0.0001501028,0.0003049101,0.0000000000,-46.1493914761,94.3770183529,0,0,0,0
110,-0.0001740066,0.0003275658,0.0000000000,-53.4986623023,101.3895080698,0,0,0,0
111,-0.0001740066,0.0003275658,0.0000000000,-53.4986623023,101.3895080698,0,0,0,0
112,-0.0002000270,0.0003275690,0.0000000000,-61.4986624215,101.3904835277,0,0,0,0
113,-0.0002000270,0.0003275690,0.0000000000,-61.4986624215,101.3904835277,0,0,0,0
114,-0.0002216587,0.0003049209,0.0000000000,-68.1493916959,94.3803626845,0,0,0,0
115,-0.0002216587,0.0003049209,0.0000000000,-68.1493916959,94.3803626845,0,0,0,0
116,-0.0002216607,0.0002919978,0.0000000000,-68.1499993820,90.3803628206,0,0,0,0
117,-0.0002216607,0.0002919978,0.0000000000,-68.1499993820,90.3803628206,0,0,0,0
118,-0.0002216627,0.0002790747,0.0000000000,-68.1506070681,86.3803628244,0,0,0,0
119,-0.0002216627,0.0002790747,0.0000000000,-68.1506070681,86.3803628244,0,0,0,0
120,-0.0001533593,0.0002790644,0.0000000000,-47.1506078858,86.3771704204,0,0,0,0
121,-0.0001533593,0.0002790644,0.0000000000,-47.1506078858,86.3771704204,0,0,0,0
122,-0.0001501068,0.0002790640,0.0000000000,-46.1506076083,86.3770184920,0,0,0,0
123,-0.0001501068,0.0002790640,0.0000000000,-46.1506076083,86.3770184920,0,0,0,0
124,-0.0001501068,0.0002790640,0.0000000000,-46.1506076083,86.3770184920,0,0,0,0
125,-0.0010688197,0.0010523248,0.0000000000,-328.6099858545,325.7199854338,0,0,0,0
126,-0.0010558095,0.0010523249,0.0000000000,-324.6099849045,325.7199857905,0,0,0,0
127,-0.0010558095,0.0010523249,0.0000000000,-324.6099849045,325.7199857905,0,0,0,0
128,-0.0010325134,0.0010749022,0.0000000000,-317.4475265201,332.7081787871,0,0,0,0
129,-0.0010325134,0.0010749022,0.0000000000,-317.4475265201,332.7081787871,0,0,0,0
130,-0.0010325291,0.0011007484,0.0000000000,-317.4523578733,340.7081768616,0,0,0,0
131,-0.0010325291,0.0011007484,0.0000000000,-317.4523578733,340.7081768616,0,0,0,0
132,-0.0010558097,0.0011234342,0.0000000000,-324.6099856868,347.7299858902,0,0,0,0
133,-0.0010558097,0.0011234342,0.0000000000,-324.6099856868,347.7299858902,0,0,0,0
134,-0.0010818301,0.0011234342,0.0000000000,-332.6099850275,347.7299853075,0,0,0,0
135,-0.0010818301,0.0011234342,0.0000000000,-332.6099850275,347.7299853075,0,0,0,0
136,-0.0010818299,0.0010587870,0.0000000000,-332.6099857390,327.7201840676,0,0,0,0
137,-0.0010818299,0.0010587870,0.0000000000,-332.6099857390,327.7201840676,0,0,0,0
138,-0.0010818299,0.0010523248,0.0000000000,-332.6099856980,325.7199863236,0,0,0,0
139,-0.0010818299,0.0010523248,0.0000000000,-332.6099856980,325.7199863236,0,0,0,0
140,-0.0010688197,0.0010523248,0.0000000000,-328.6099858545,325.7199854338,0,0,0,0
141,-0.0010688197,0.0010523248,0.0000000000,-328.6099858545,325.7199854338,0,0,0,0
142,-0.0010688197,0.0010523248,0.0000000000,-328.6099858545,325.7199854338,0,0,0,0
143,-0.0010330047,-0.0000128921,0.0000000000,-317.5994836185,-3.9899999646,0,0,0,0
144,-0.0010330082,0.0000129540,0.0000000000,-317.6005284954,4.0100002920,0,0,0,0
145,-0.0010330082,0.0000129540,0.0000000000,-317.6005284954,4.0100002920,0,0,0,0
146,-0.0010555791,0.0000323455,0.0000000000,-324.5399789587,10.0121432145,0,0,0,0
147,-0.0010555791,0.0000323455,0.0000000000,-324.5399789587,10.0121432145,0,0,0,0
148,-0.0010815994,0.0000323316,0.0000000000,-332.5399773829,10.0078571015,0,0,0,0
149,-0.0010815994,0.0000323316,0.0000000000,-332.5399773829,10.0078571015,0,0,0,0
150,-0.0010811470,0.0000242613,0.0000000000,-332.4008881301,7.5099184610,0,0,0,0
151,-0.0010811470,0.0000242613,0.0000000000,-332.4008881301,7.5099184610,0,0,0,0
152,-0.0010801863,0.0000196468,0.0000000000,-332.1055373475,6.0816246290,0,0,0,0
153,-0.0010801863,0.0000196468,0.0000000000,-332.1055373475,6.0816246290,0,0,0,0
154,-0.0010786994,0.0000151722,0.0000000000,-331.6483726837,4.6966137008,0,0,0,0
155,-0.0010786994,0.0000151722,0.0000000000,-331.6483726837,4.6966137008,0,0,0,0
156,-0.0010767057,0.0000108964,0.0000000000,-331.0354218669,3.3731522025,0,0,0,0
157,-0.0010767057,0.0000108964,0.0000000000,-331.0354218669,3.3731522025,0,0,0,0
158,-0.0010742317,0.0000068759,0.0000000000,-330.2747713272,2.1286976950,0,0,0,0
159,-0.0010742317,0.0000068759,0.0000000000,-330.2747713272,2.1286976950,0,0,0,0
160,-0.0010713098,0.0000031636,0.0000000000,-329.3764544055,0.9796625442,0,0,0,0
161,-0.0010713098,0.0000031636,0.0000000000,-329.3764544055,0.9796625442,0,0,0,0
162,-0.0010679788,-0.0000001914,0.0000000000,-328.3523163330,-0.0587966798,0,0,0,0
163,-0.0010679788,-0.0000001914,0.0000000000,-328.3523163330,-0.0587966798,0,0,0,0
164,-0.0010644228,-0.0000030658,0.0000000000,-327.2590376418,-0.9485088013,0,0,0,0
165,-0.0010644228,-0.0000030658,0.0000000000,-327.2590376418,-0.9485088013,0,0,0,0
166,-0.0010607808,-0.0000054980,0.0000000000,-326.1392987445,-1.7013219144,0,0,0,0
167,-0.0010607808,-0.0000054980,0.0000000000,-326.1392987445,-1.7013219144,0,0,0,0
168,-0.0010569545,-0.0000076008,0.0000000000,-324.9628988411,-2.3521946240,0,0,0,0
169,-0.0010569545,-0.0000076008,0.0000000000,-324.9628988411,-2.3521946240,0,0,0,0
170,-0.0010529601,-0.0000093684,0.0000000000,-323.7348020524,-2.8993072826,0,0,0,0
171,-0.0010529601,-0.0000093684,0.0000000000,-323.7348020524,-2.8993072826,0,0,0,0
172,-0.0010488272,-0.0000107876,0.0000000000,-322.4641396962,-3.3385904871,0,0,0,0
173,-0.0010488272,-0.0000107876,0.0000000000,-322.4641396962,-3.3385904871,0,0,0,0
174,-0.0010445866,-0.0000118479,0.0000000000,-321.1603585426,-3.6667793483,0,0,0,0
175,-0.0010445866,-0.0000118479,0.0000000000,-321.1603585426,-3.6667793483,0,0,0,0
176,-0.0010402698,-0.0000125414,0.0000000000,-319.8331532888,-3.8814335505,0,0,0,0
177,-0.0010402698,-0.0000125414,0.0000000000,-319.8331532888,-3.8814335505,0,0,0,0
178,-0.0010359089,-0.0000128629,0.0000000000,-318.4923890885,-3.9809562924,0,0,0,0
179,-0.0010359089,-0.0000128629,0.0000000000,-318.4923890885,-3.9809562924,0,0,0,0
180,-0.0010330047,-0.0000128921,0.0000000000,-317.5994836185,-3.9899999646,0,0,0,0
181,-0.0010330047,-0.0000128921,0.0000000000,-317.5994836185,-3.9899999646,0,0,0,0
182,-0.0010330047,-0.0000128921,0.0000000000,-317.5994836185,-3.9899999646,0,0,0,0
183,-0.0000130752,0.0012425152,0.0000000000,-4.0199993160,384.5878712834,0,0,0,0
184,-0.0000000651,0.0012425220,0.0000000000,-0.0200003106,384.5899961554,0,0,0,0
185,-0.0000000651,0.0012425220,0.0000000000,-0.0200003106,384.5899961554,0,0,0,0
186,0.0000129451,0.0012425289,0.0000000000,3.9799998025,384.5921211593,0,0,0,0
187,0.0000129451,0.0012425289,0.0000000000,3.9799998025,384.5921211593,0,0,0,0
188,0.0000127149,0.0012500572,0.0000000000,3.9092006205,386.9223074073,0,0,0,0
189,0.0000127149,0.0012500572,0.0000000000,3.9092006205,386.9223074073,0,0,0,0
190,0.0000119524,0.0012547153,0.0000000000,3.6747719282,388.3640965883,0,0,0,0
191,0.0000119524,0.0012547153,0.0000000000,3.6747719282,388.3640965883,0,0,0,0
192,0.0000106534,0.0012592574,0.0000000000,3.2753888351,389.7699723930,0,0,0,0
193,0.0000106534,0.0012592574,0.0000000000,3.2753888351,389.7699723930,0,0,0,0
194,0.0000088353,0.0012636202,0.0000000000,2.7164316182,391.1203646646,0,0,0,0
195,0.0000088353,0.0012636202,0.0000000000,2.7164316182,391.1203646646,0,0,0,0
196,0.0000065226,0.0012677455,0.0000000000,2.0053691307,392.3972287019,0,0,0,0
197,0.0000065226,0.0012677455,0.0000000000,2.0053691307,392.3972287019,0,0,0,0
198,0.0000037460,0.0012715780,0.0000000000,1.1517023530,393.5835037167,0,0,0,0
199,0.0000037460,0.0012715780,0.0000000000,1.1517023530,393.5835037167,0,0,0,0
200,0.0000005435,0.0012750660,0.0000000000,0.1670938916,394.6630927770,0,0,0,0
201,0.0000005435,0.0012750660,0.0000000000,0.1670938916,394.6630927770,0,0,0,0
202,-0.0000029963,0.0012781386,0.0000000000,-0.9212305974,395.6141403344,0,0,0,0
203,-0.0000029963,0.0012781386,0.0000000000,-0.9212305974,395.6141403344,0,0,0,0
204,-0.0000068428,0.0012807947,0.0000000000,-2.1038243733,396.4362842524,0,0,0,0
205,-0.0000068428,0.0012807947,0.0000000000,-2.1038243733,396.4362842524,0,0,0,0
206,-0.0000109603,0.0012830141,0.0000000000,-3.3697486967,397.1232210351,0,0,0,0
207,-0.0000109603,0.0012830141,0.0000000000,-3.3697486967,397.1232210351,0,0,0,0
208,-0.0000152987,0.0012847696,0.0000000000,-4.7036109697,397.6665991332,0,0,0,0
209,-0.0000152987,0.0012847696,0.0000000000,-4.7036109697,397.6665991332,0,0,0,0
210,-0.0000198054,0.0012860400,0.0000000000,-6.0891906936,398.0598097352,0,0,0,0
211,-0.0000198054,0.0012860400,0.0000000000,-6.0891906936,398.0598097352,0,0,0,0
212,-0.0000244255,0.0012868098,0.0000000000,-7.5096409060,398.2980725678,0,0,0,0
213,-0.0000244255,0.0012868098,0.0000000000,-7.5096409060,398.2980725678,0,0,0,0
214,-0.0000290555,0.0012870702,0.0000000000,-8.9331581332,398.3786732365,0,0,0,0
215,-0.0000290555,0.0012870702,0.0000000000,-8.9331581332,398.3786732365,0,0,0,0
216,-0.0000320532,0.0012870745,0.0000000000,-9.8547993414,398.3800015338,0,0,0,0
217,-0.0000320532,0.0012870745,0.0000000000,-9.8547993414,398.3800015338,0,0,0,0
218,-0.0000320376,0.0012741514,0.0000000000,-9.8499993719,394.3800050251,0,0,0,0
219,-0.0000320376,0.0012741514,0.0000000000,-9.8499993719,394.3800050251,0,0,0,0
220,-0.0000320220,0.0012612283,0.0000000000,-9.8451994006,390.3800072699,0,0,0,0
221,-0.0000320220,0.0012612283,0.0000000000,-9.8451994006,390.3800072699,0,0,0,0
222,-0.0000130752,0.0012425152,0.0000000000,-4.0199993160,384.5878712834,0,0,0,0
223,-0.0000130752,0.0012425152,0.0000000000,-4.0199993160,384.5878712834,0,0,0,0
224,-0.0000130752,0.0012425152,0.0000000000,-4.0199993160,384.5878712834,0,0,0,0
225,-0.0000323903,-0.0000130200,0.0000000000,-9.9584588297,-4.0299991820,0,0,0,0
226,-0.0000252343,-0.0000129218,0.0000000000,-7.7583512031,-3.9996205348,0,0,0,0
227,-0.0000252343,-0.0000129218,0.0000000000,-7.7583512031,-3.9996205348,0,0,0,0
228,-0.0000205084,-0.0000123165,0.0000000000,-6.3053466640,-3.8122632793,0,0,0,0
229,-0.0000205084,-0.0000123165,0.0000000000,-6.3053466640,-3.8122632793,0,0,0,0
230,-0.0000158221,-0.0000111347,0.0000000000,-4.8645249736,-3.4464707632,0,0,0,0
231,-0.0000158221,-0.0000111347,0.0000000000,-4.8645249736,-3.4464707632,0,0,0,0
232,-0.0000113153,-0.0000093954,0.0000000000,-3.4789063130,-2.9081108226,0,0,0,0
233,-0.0000113153,-0.0000093954,0.0000000000,-3.4789063130,-2.9081108226,0,0,0,0
234,-0.0000070550,-0.0000071244,0.0000000000,-2.1690743584,-2.2051818143,0,0,0,0
235,-0.0000070550,-0.0000071244,0.0000000000,-2.1690743584,-2.2051818143,0,0,0,0
236,-0.0000031045,-0.0000043555,0.0000000000,-0.9544860385,-1.3481246128,0,0,0,0
237,-0.0000031045,-0.0000043555,0.0000000000,-0.9544860385,-1.3481246128,0,0,0,0
238,0.0000004775,-0.0000011297,0.0000000000,0.1468151421,-0.3496732960,0,0,0,0
239,0.0000004775,-0.0000011297,0.0000000000,0.1468151421,-0.3496732960,0,0,0,0
240,0.0000035769,0.0000024043,0.0000000000,1.0997106519,0.7441877323,0,0,0,0
241,0.0000035769,0.0000024043,0.0000000000,1.0997106519,0.7441877323,0,0,0,0
242,0.0000062092,0.0000061355,0.0000000000,1.9090295814,1.8990905123,0,0,0,0
243,0.0000062092,0.0000061355,0.0000000000,1.9090295814,1.8990905123,0,0,0,0
244,0.0000084397,0.0000101055,0.0000000000,2.5947977639,3.1278994830,0,0,0,0
245,0.0000084397,0.0000101055,0.0000000000,2.5947977639,3.1278994830,0,0,0,0
246,0.0000102516,0.0000142805,0.0000000000,3.1518640267,4.4201570565,0,0,0,0
247,0.0000102516,0.0000142805,0.0000000000,3.1518640267,4.4201570565,0,0,0,0
248,0.0000116260,0.0000186170,0.0000000000,3.5744363452,5.7624249283,0,0,0,0
249,0.0000116260,0.0000186170,0.0000000000,3.5744363452,5.7624249283,0,0,0,0
250,0.0000125487,0.0000230701,0.0000000000,3.8581195118,7.1407488793,0,0,0,0
251,0.0000125487,0.0000230701,0.0000000000,3.8581195118,7.1407488793,0,0,0,0
252,0.0000130100,0.0000275933,0.0000000000,3.9999660500,8.5407958345,0,0,0,0
253,0.0000130100,0.0000275933,0.0000000000,3.9999660500,8.5407958345,0,0,0,0
254,0.0000130736,0.0000316355,0.0000000000,4.0195026203,9.7919562072,0,0,0,0
255,0.0000130736,0.0000316355,0.0000000000,4.0195026203,9.7919562072,0,0,0,0
256,0.0000130750,0.0000349290,0.0000000000,4.0199287150,10.8113816585,0,0,0,0
257,0.0000130750,0.0000349290,0.0000000000,4.0199287150,10.8113816585,0,0,0,0
258,0.0000130752,0.0000356311,0.0000000000,4.0199995447,11.0286965793,0,0,0,0
259,0.0000130752,0.0000356311,0.0000000000,4.0199995447,11.0286965793,0,0,0,0
260,0.0000000651,0.0000356353,0.0000000000,0.0200003722,11.0300002282,0,0,0,0
261,0.0000000651,0.0000356353,0.0000000000,0.0200003722,11.0300002282,0,0,0,0
262,-0.0000129451,0.0000356396,0.0000000000,-3.9799999073,11.0313028951,0,0,0,0
263,-0.0000129451,0.0000356396,0.0000000000,-3.9799999073,11.0313028951,0,0,0,0
264,-0.0000324003,0.0000128261,0.0000000000,-9.9615406860,3.9699999705,0,0,0,0
265,-0.0000324003,0.0000128261,0.0000000000,-9.9615406860,3.9699999705,0,0,0,0
266,-0.0000323953,-0.0000000969,0.0000000000,-9.9600003120,-0.0299995396,0,0,0,0
267,-0.0000323953,-0.0000000969,0.0000000000,-9.9600003120,-0.0299995396,0,0,0,0
268,-0.0000323903,-0.0000130200,0.0000000000,-9.9584588297,-4.0299991820,0,0,0,0
269,-0.0000323903,-0.0000130200,0.0000000000,-9.9584588297,-4.0299991820,0,0,0,0
270,-0.0000323903,-0.0000130200,0.0000000000,-9.9584588297,-4.0299991820,0,0,0,0
271,-0.0000128621,0.0004683307,0.0000000000,-3.9544698764,144.9595832184,0,0,0,0
272,0.0000001481,0.0004683321,0.0000000000,0.0455304040,144.9600099252,0,0,0,0
273,0.0000001481,0.0004683321,0.0000000000,0.0455304040,144.9600099252,0,0,0,0
274,0.0000131583,0.0004683335,0.0000000000,4.0455306843,144.9604378786,0,0,0,0
275,0.0000131583,0.0004683335,0.0000000000,4.0455306843,144.9604378786,0,0,0,0
276,0.0000131502,0.0005430288,0.0000000000,4.0430627965,168.0804373696,0,0,0,0
277,0.0000131502,0.0005430288,0.0000000000,4.0430627965,168.0804373696,0,0,0,0
278,-0.0000128701,0.0005430261,0.0000000000,-3.9569373429,168.0795838241,0,0,0,0
279,-0.0000128701,0.0005430261,0.0000000000,-3.9569373429,168.0795838241,0,0,0,0
280,-0.0000358588,0.0005171378,0.0000000000,-11.0248512421,160.0665387585,0,0,0,0
281,-0.0000358588,0.0005171378,0.0000000000,-11.0248512421,160.0665387585,0,0,0,0
282,-0.0000358272,0.0004912916,0.0000000000,-11.0151329301,152.0665454660,0,0,0,0
283,-0.0000358272,0.0004912916,0.0000000000,-11.0151329301,152.0665454660,0,0,0,0
284,-0.0000128621,0.0004683307,0.0000000000,-3.9544698764,144.9595832184,0,0,0,0
285,-0.0000128621,0.0004683307,0.0000000000,-3.9544698764,144.9595832184,0,0,0,0
286,-0.0000128621,0.0004683307,0.0000000000,-3.9544698764,144.9595832184,0,0,0,0
287,-0.0010818304,0.0012408728,0.0000000000,-332.6099848337,384.0799861276,0,0,0,0
288,-0.0010688202,0.0012408729,0.0000000000,-328.6099858098,384.0799863540,0,0,0,0
289,-0.0010688202,0.0012408729,0.0000000000,-328.6099858098,384.0799863540,0,0,0,0
290,-0.0010558100,0.0012408729,0.0000000000,-324.6099856813,384.0799867125,0,0,0,0
291,-0.0010558100,0.0012408729,0.0000000000,-324.6099856813,384.0799867125,0,0,0,0
292,-0.0010360722,0.0012611300,0.0000000000,-318.5415329617,390.3500068367,0,0,0,0
293,-0.0010360722,0.0012611300,0.0000000000,-318.5415329617,390.3500068367,0,0,0,0
294,-0.0010360621,0.0012869762,0.0000000000,-318.5384227801,398.3500055406,0,0,0,0
295,-0.0010360621,0.0012869762,0.0000000000,-318.5384227801,398.3500055406,0,0,0,0
296,-0.0010434752,0.0012868103,0.0000000000,-320.8175825551,398.2986531208,0,0,0,0
